gene,mean_log1p_CP10K,detection_fraction,sd_log1p_CP10K
ABCD1,0.03567327443618758,0.06202090592334495,0.1531556614804555
ABCD2,0.0009251767696058416,0.0020905923344947735,0.020744863430962667
ABCD3,0.08141409234942458,0.1337979094076655,0.23512945660586074
ABCD4,0.1300685047036005,0.20278745644599303,0.2903493272233532
ABCE1,0.13244458817225785,0.2146341463414634,0.2855722044798012
ABCF1,0.29172968705773933,0.40905923344947737,0.40836043702340813
ABCF2,0.10901811588128371,0.18745644599303135,0.25670369261103454
ABCF3,0.07187495356804396,0.12682926829268293,0.21130843862423637
ABCG1,0.029006666608813132,0.046689895470383276,0.14476420790884117
ABCG2,0.0074079984428500984,0.011846689895470384,0.08438178826379075
ABCG4,0.002756207064312499,0.004181184668989547,0.044309484355852344
ABCG5,0.0,0.0,0.0
ABCG8,0.0,0.0,0.0
ABHD1,0.0009690392845792919,0.0013937282229965157,0.028035946109680875
ABHD10,0.04486526628492841,0.07804878048780488,0.1688177569659083
ABHD11,0.062245782570744757,0.10662020905923345,0.2016613433756669
ABHD11-AS1,0.004260598779553025,0.00975609756097561,0.045159263833327565
ABHD12,0.1637519927829217,0.25017421602787454,0.3235074857459187
ABHD12B,0.0007028031995919429,0.0013937282229965157,0.019669347438382927
ABHD13,0.12132625462839866,0.2,0.2744648165103862
ABHD14A,0.1315945661169111,0.21393728222996516,0.28359904732180125
ABHD14A-ACY1,0.0,0.0,0.0
ABHD14B,0.241161445147405,0.34982578397212544,0.3799003768204257
ABHD15,0.011999209745349888,0.025087108013937282,0.0795387448446253
ABHD15-AS1,0.0,0.0,0.0
ABHD16A,0.005933323974518727,0.0132404181184669,0.053266456641538874
ABHD16B,0.0,0.0,0.0
ABHD17A,0.16707962057770295,0.2557491289198606,0.3295629693983289
ABHD17B,0.0644804553719365,0.11219512195121951,0.209896470218425
ABHD17C,0.048018217647755865,0.07735191637630662,0.1843101255182125
ABHD18,0.02269656648247282,0.03414634146341464,0.13985960239603312
ABHD2,0.17388554851966262,0.2620209059233449,0.33116839509788465
ABHD3,0.10096461994421428,0.15261324041811847,0.276561482112232
ABHD4,0.05032921552621568,0.08222996515679443,0.18674988355699507
ABHD5,0.19964957018720517,0.2843205574912892,0.3685410410580516
ABHD6,0.0249850116051756,0.0445993031358885,0.13114737423032902
ABHD8,0.055680942179014495,0.09547038327526132,0.18582924028909187
ABI1,0.20050361164070998,0.29825783972125436,0.34569360396554505
ABI2,0.2635469626019373,0.3742160278745645,0.3978765725826195
ABI3,0.009824250922135338,0.016724738675958188,0.08535538611155417
ABI3BP,0.08700107757458427,0.11428571428571428,0.27729040087979784
ABL1,0.15869226888891222,0.24250871080139372,0.31860691643146566
ABL2,0.6860439724479676,0.6020905923344948,0.6944837969366853
ABLIM1,0.044975637973376406,0.07038327526132404,0.1893755428842917
ABLIM2,0.003876376335332284,0.005574912891986063,0.05683743622192656
ABLIM3,0.023077403497055924,0.0445993031358885,0.11990353791259535
ABO,0.0065627198543116655,0.011149825783972125,0.07196469956993336
ABR,0.10344805821174302,0.17282229965156795,0.25267910275798194
ABRA,0.0005313772047454697,0.0006968641114982578,0.020129309175743248
ABRACL,0.35757267851493085,0.4634146341463415,0.4555385558396854
ABT1,0.10867435285457225,0.17700348432055749,0.2652580705678168
ABTB1,0.13635295901239508,0.21045296167247388,0.2967573578834837
ABTB2,0.021589654398776977,0.036933797909407665,0.12564330953494254
AC000032.2,0.0003087431696799142,0.0006968641114982578,0.011695621609065524
AC000067.1,0.0013775810169745618,0.0013937282229965157,0.04067929021940958
AC000068.10,0.0,0.0,0.0
AC000068.5,0.0,0.0,0.0
AC000068.9,0.0,0.0,0.0
AC000111.6,0.0,0.0,0.0
AC000403.4,0.001884356264227959,0.004181184668989547,0.030385072673686567
AC001226.7,0.0,0.0,0.0
AC002064.5,0.0,0.0,0.0
AC002066.1,0.0008405684495051425,0.0013937282229965157,0.024080915711421857
AC002076.10,0.0,0.0,0.0
AC002115.9,0.0,0.0,0.0
AC002116.7,0.00017746810078082427,0.0006968641114982578,0.006722739021445816
AC002117.1,0.004361034072677202,0.006968641114982578,0.05917955786119642
AC002128.5,0.0,0.0,0.0
AC002306.1,0.0010153835409334245,0.0020905923344947735,0.022432040687691526
AC002310.12,0.015167611412364812,0.024390243902439025,0.10767636433265139
AC002310.7,0.0,0.0,0.0
AC002331.1,0.0029020849779235764,0.004878048780487805,0.044303168594915766
AC002398.11,0.0017957715691765707,0.0020905923344947735,0.039844225384538086
AC002398.12,0.0,0.0,0.0
AC002429.5,0.0,0.0,0.0
AC002451.3,0.0006505286966274602,0.0013937282229965157,0.018634948758015444
AC002454.1,0.0028496522398128313,0.0062717770034843206,0.03748070764359139
AC002456.2,0.009995832383503917,0.018118466898954706,0.07742311029052575
AC002463.3,0.0,0.0,0.0
AC002467.7,0.02585633747648583,0.049477351916376304,0.12381149897814839
AC002480.2,0.0,0.0,0.0
AC002480.3,0.0004125779409055316,0.0006968641114982578,0.015629027473161992
AC002480.4,0.0,0.0,0.0
AC002511.2,0.0019915116103415027,0.0027874564459930314,0.038400678733564605
AC002511.3,0.0002757332458802231,0.0006968641114982578,0.010445159684659134
AC002550.5,0.0002708165605556621,0.0006968641114982578,0.01025890879144415
AC002550.6,0.0018937292827576288,0.003484320557491289,0.032764002963871865
AC003005.2,0.0,0.0,0.0
AC003075.4,0.022903116634381132,0.04041811846689895,0.12474461269274846
AC003084.2,0.0,0.0,0.0
AC003090.1,0.0017025196396834987,0.0027874564459930314,0.03605701637257633
AC003092.1,0.0023299294627044686,0.004181184668989547,0.03731255473423807
AC003101.1,0.0,0.0,0.0
AC003956.1,0.0002863447875542585,0.0006968641114982578,0.010847139674166326
AC003958.2,0.0,0.0,0.0
AC003991.3,0.001405079345412722,0.0013937282229965157,0.03872311843822031
AC004009.3,0.0,0.0,0.0
AC004012.1,0.00043434765351676996,0.0006968641114982578,0.016453694530584213
AC004019.13,0.0,0.0,0.0
AC004053.1,0.0006449752808342158,0.0006968641114982578,0.024432562636635083
AC004066.3,0.0,0.0,0.0
AC004067.5,0.0011265301585414015,0.0020905923344947735,0.02657058364761939
AC004069.2,0.006956707229536645,0.013937282229965157,0.06252537313759075
AC004076.5,0.0023891706672373838,0.003484320557491289,0.04389731039713362
AC004076.7,0.0,0.0,0.0
AC004156.3,0.00020126823649255798,0.0006968641114982578,0.007624321336019543
AC004158.1,0.0,0.0,0.0
AC004160.4,0.004589902734117653,0.008362369337979094,0.05562867858011532
AC004221.2,0.0,0.0,0.0
AC004231.2,0.0,0.0,0.0
AC004237.1,0.0,0.0,0.0
AC004257.1,0.0010794717944349018,0.0020905923344947735,0.023815208712210538
AC004381.6,0.006659399196529556,0.011149825783972125,0.06863313235908433
AC004448.2,0.0012224008610918957,0.0020905923344947735,0.028484310243443663
AC004448.5,0.0,0.0,0.0
AC004449.6,0.0,0.0,0.0
AC004471.9,0.0,0.0,0.0
AC004490.1,0.0008755023815395943,0.0006968641114982578,0.033165250531496895
AC004510.3,0.0,0.0,0.0
AC004540.4,0.0006161308685492046,0.0013937282229965157,0.016968524690819855
AC004540.5,0.008645591236102148,0.013937282229965157,0.08149484865900986
AC004549.6,0.0,0.0,0.0
AC004556.1,0.03277139408039759,0.05435540069686411,0.1549496568625307
AC004593.3,0.0,0.0,0.0
AC004637.1,0.0004168735947782085,0.0006968641114982578,0.01579175282935508
AC004754.3,0.001849284952044709,0.004181184668989547,0.029075669038928036
AC004775.5,0.0,0.0,0.0
AC004791.2,0.0,0.0,0.0
AC004824.2,0.0,0.0,0.0
AC004837.5,0.0,0.0,0.0
AC004854.4,0.0,0.0,0.0
AC004878.2,0.0005470563461275205,0.0006968641114982578,0.020723256905662645
AC004878.8,0.0,0.0,0.0
AC004893.11,0.004603190363970119,0.0062717770034843206,0.0641383105679562
AC004895.4,0.0,0.0,0.0
AC004941.3,0.0006309783801218727,0.0013937282229965157,0.017025289090191735
AC004947.2,0.0,0.0,0.0
AC004951.6,0.05819460690200429,0.09337979094076655,0.20467840716295604
AC004988.1,0.0020261107775761,0.003484320557491289,0.0359684058788172
AC005013.5,0.00022360425922147474,0.0006968641114982578,0.00847044101005064
AC005019.3,0.00032497248174892133,0.0006968641114982578,0.01231041057146211
AC005037.3,0.0010449351984259058,0.0013937282229965157,0.03128928429111887
AC005042.4,0.0,0.0,0.0
AC005076.5,0.010179887152680634,0.018118466898954706,0.09004847706011275
AC005082.12,0.0014633653261808374,0.0027874564459930314,0.028562464921699494
AC005104.3,0.0,0.0,0.0
AC005152.3,0.0,0.0,0.0
AC005197.2,0.0,0.0,0.0
AC005220.3,0.0,0.0,0.0
AC005224.2,0.0013079143341383818,0.0027874564459930314,0.025533836175877758
AC005253.2,0.008654543579740138,0.012543554006968641,0.08599765116035271
AC005253.4,0.0,0.0,0.0
AC005256.1,0.0018444767970329527,0.004181184668989547,0.03128507658021964
AC005262.2,0.0,0.0,0.0
AC005264.2,0.00020589784911317758,0.0006968641114982578,0.007799697515073013
AC005276.1,0.0001751187331797871,0.0006968641114982578,0.006633741702053084
AC005281.1,0.0,0.0,0.0
AC005281.2,0.0,0.0,0.0
AC005307.1,0.0,0.0,0.0
AC005307.3,0.0,0.0,0.0
AC005324.6,0.0,0.0,0.0
AC005329.7,0.0010733034690741353,0.0027874564459930314,0.020455886710035183
AC005330.2,0.00034620439802942525,0.0006968641114982578,0.013114705154268831
AC005339.2,0.004563922136042032,0.00975609756097561,0.04886109202916121
AC005355.1,0.0,0.0,0.0
AC005355.2,0.0007384024182420351,0.0013937282229965157,0.020259659864556696
AC005363.11,0.003466999402335805,0.004181184668989547,0.06209375014083539
AC005477.1,0.0,0.0,0.0
AC005480.1,0.0014947272061626878,0.0027874564459930314,0.029635738358779192
AC005481.5,0.0,0.0,0.0
AC005487.2,0.0,0.0,0.0
AC005498.3,0.0017924316200262568,0.003484320557491289,0.03113119914326725
AC005498.4,0.0,0.0,0.0
AC005523.2,0.00857310389482293,0.011846689895470384,0.09666248804396504
AC005523.3,0.0002921040179055084,0.0006968641114982578,0.01106530734737347
AC005534.8,0.0,0.0,0.0
AC005537.2,0.005372795336193228,0.008362369337979094,0.06822539209980384
AC005540.3,0.0,0.0,0.0
AC005546.2,0.0,0.0,0.0
AC005550.3,0.0003474731742782944,0.0006968641114982578,0.013162768167059457
AC005592.1,0.0003742847434317827,0.0006968641114982578,0.014178427777892596
AC005592.2,0.0015265221460236537,0.003484320557491289,0.027631486089166435
AC005592.3,0.0002608137998653763,0.0006968641114982578,0.009879990274150617
AC005606.14,0.0,0.0,0.0
AC005606.15,0.0,0.0,0.0
AC005614.3,0.00040456786334355424,0.0006968641114982578,0.015325594570269668
AC005616.2,0.0012471550780324536,0.0020905923344947735,0.030094537472979247
AC005618.6,0.0007309627319256759,0.0006968641114982578,0.027689887137566944
AC005624.2,0.0,0.0,0.0
AC005625.1,0.0,0.0,0.0
AC005740.6,0.00020367337631040168,0.0006968641114982578,0.007715431384722998
AC005754.8,0.001959224459158678,0.003484320557491289,0.03701728321521295
AC005757.6,0.0,0.0,0.0
AC005775.2,0.0009312263135149827,0.0027874564459930314,0.017871416099693893
AC005786.5,0.0,0.0,0.0
AC005786.7,0.0,0.0,0.0
AC005808.3,0.0,0.0,0.0
AC005932.1,0.0007830844359568077,0.0020905923344947735,0.017490051470040596
AC005944.2,0.0026225268521731966,0.003484320557491289,0.05921461198899754
AC005954.4,0.0013213869683293517,0.0013937282229965157,0.04056436312900081
AC006004.1,0.0,0.0,0.0
AC006007.1,0.0012048847489608463,0.0020905923344947735,0.026601183348429615
AC006042.6,0.0,0.0,0.0
AC006116.17,0.0006340917718977195,0.0013937282229965157,0.01806885602046976
AC006126.3,0.0,0.0,0.0
AC006129.1,0.00037087813339842923,0.0006968641114982578,0.014049380641526613
AC006129.2,0.0008224978560668723,0.0006968641114982578,0.031157365226245508
AC006159.4,0.000806726346587411,0.0006968641114982578,0.03055991846404894
AC006160.5,0.0,0.0,0.0
AC006262.10,0.0,0.0,0.0
AC006262.4,0.00811103549931731,0.013937282229965157,0.0725934296436216
AC006262.5,0.002222668478504245,0.004181184668989547,0.036086728065692165
AC006273.4,0.0006498199343940829,0.0006968641114982578,0.02461608486620201
AC006273.5,0.003061344245558132,0.004181184668989547,0.04909806693671101
AC006277.2,0.001299831006923214,0.0027874564459930314,0.026167349320110868
AC006369.2,0.0,0.0,0.0
AC006372.4,0.0,0.0,0.0
AC006372.5,0.0,0.0,0.0
AC006378.2,0.0,0.0,0.0
AC006386.1,0.0,0.0,0.0
AC006449.2,0.0,0.0,0.0
AC006460.2,0.00044898830133662844,0.0006968641114982578,0.017008302676863783
AC006482.1,0.0,0.0,0.0
AC006547.13,0.0,0.0,0.0
AC006547.15,0.0,0.0,0.0
AC006547.8,0.0006761852217542965,0.0013937282229965157,0.018132253127911852
AC006942.4,0.013046280752821776,0.021602787456445994,0.09284427292351727
AC006946.15,0.0,0.0,0.0
AC006946.16,0.0017947666017332625,0.0027874564459930314,0.035941374470112836
AC006946.17,0.0,0.0,0.0
AC006994.2,0.009192746570551118,0.016724738675958188,0.07652382966094733
AC007009.1,0.0,0.0,0.0
AC007036.6,0.0,0.0,0.0
AC007038.7,0.0018709424507881297,0.0020905923344947735,0.05328425137606243
AC007040.11,0.00028640446280953644,0.0006968641114982578,0.010849400256014588
AC007050.17,0.0,0.0,0.0
AC007064.24,0.0002708591979385248,0.0006968641114982578,0.010260523954937094
AC007099.1,0.0007140747364550791,0.0013937282229965157,0.020792701490605504
AC007126.1,0.0,0.0,0.0
AC007128.1,0.0,0.0,0.0
AC007161.5,0.0,0.0,0.0
AC007163.3,0.0,0.0,0.0
AC007163.6,0.0,0.0,0.0
AC007182.6,0.0,0.0,0.0
AC007192.6,0.0,0.0,0.0
AC007193.8,0.0,0.0,0.0
AC007193.9,0.00023668641890706038,0.0006968641114982578,0.008966011453505653
AC007204.2,0.001242307861915354,0.0013937282229965157,0.034638340434444505
AC007228.11,0.003762921362895177,0.005574912891986063,0.052957160989999114
AC007228.9,0.026991339043404207,0.041811846689895474,0.14889994357771277
AC007246.3,0.05010520967781413,0.08153310104529617,0.18923961440957204
AC007255.8,0.0002655508341614831,0.0006968641114982578,0.01005943573600122
AC007277.3,0.0,0.0,0.0
AC007285.6,0.0,0.0,0.0
AC007292.3,0.002967569632316982,0.004878048780487805,0.048422736543072734
AC007292.4,0.0012458221751593436,0.0020905923344947735,0.027805794670399658
AC007292.6,0.0013722996333376321,0.0020905923344947735,0.03001074494543114
AC007308.7,0.0,0.0,0.0
AC007319.1,0.0,0.0,0.0
AC007325.2,0.0,0.0,0.0
AC007325.4,0.022186593456507978,0.03484320557491289,0.13196484839523182
AC007349.5,0.0,0.0,0.0
AC007349.7,0.0,0.0,0.0
AC007364.1,0.0015745066665109133,0.0020905923344947735,0.03657580972665162
AC007365.3,0.0010445383888368913,0.0013937282229965157,0.028229871957710706
AC007381.3,0.0,0.0,0.0
AC007383.3,0.005202052749371955,0.008362369337979094,0.06186095552722565
AC007383.4,0.0020475787014153503,0.004181184668989547,0.03372336542691638
AC007386.2,0.0,0.0,0.0
AC007386.4,0.0017896806020464722,0.0020905923344947735,0.04567069272759682
AC007389.3,0.0,0.0,0.0
AC007391.2,0.0,0.0,0.0
AC007392.3,0.00025257279621030885,0.0006968641114982578,0.009567809568975764
AC007403.2,0.0003648956609092556,0.0006968641114982578,0.013822756244968927
AC007405.4,0.0005822135635082052,0.0013937282229965157,0.016405163777836854
AC007405.6,0.012109338008219228,0.020905923344947737,0.09198940409355348
AC007422.1,0.0,0.0,0.0
AC007556.3,0.0003499676133599319,0.0006968641114982578,0.013257260996345176
AC007563.5,0.0026509489230535587,0.003484320557491289,0.04681010749073876
AC007566.10,0.0006655544527609132,0.0013937282229965157,0.01812241722179002
AC007620.3,0.0009220307590956363,0.0013937282229965157,0.02569040769561556
AC007679.3,0.0,0.0,0.0
AC007743.1,0.0,0.0,0.0
AC007750.5,0.0,0.0,0.0
AC007773.2,0.006046050942584433,0.011149825783972125,0.059488070251865546
AC007879.2,0.0012670047480974548,0.0020905923344947735,0.028169666052373397
AC007879.4,0.00018667150430816697,0.0006968641114982578,0.0070713767752232795
AC007879.5,0.0,0.0,0.0
AC007879.7,0.005309213338842708,0.010452961672473868,0.05747169998189228
AC007880.1,0.0,0.0,0.0
AC007906.1,0.0,0.0,0.0
AC007950.1,0.0,0.0,0.0
AC007950.2,0.005883841717179473,0.010452961672473868,0.06421854132905847
AC007966.1,0.0,0.0,0.0
AC008063.3,0.0006403347366171936,0.0013937282229965157,0.017845160038444108
AC008073.9,0.00022270335881871138,0.0006968641114982578,0.00843631364707416
AC008074.1,0.0005952712992836948,0.0006968641114982578,0.022549706535619017
AC008074.3,0.00042470371233173685,0.0006968641114982578,0.016088368596290138
AC008074.4,0.0,0.0,0.0
AC008079.10,0.010118892677922932,0.014634146341463415,0.09205019589617348
AC008088.4,0.001974077209742973,0.003484320557491289,0.03583138293130594
AC008269.2,0.0010418889950654594,0.0020905923344947735,0.023212083697001964
AC008277.1,0.0,0.0,0.0
AC008440.10,0.0,0.0,0.0
AC008440.5,0.0006826348217697555,0.0006968641114982578,0.02585915853901511
AC008522.1,0.003290579033141593,0.004181184668989547,0.05414413380098795
AC008592.4,0.0,0.0,0.0
AC008592.8,0.0009868656503691248,0.0013937282229965157,0.02677914979742545
AC008686.1,0.0,0.0,0.0
AC008697.1,0.0,0.0,0.0
AC008746.12,0.0,0.0,0.0
AC008746.3,0.0,0.0,0.0
AC008753.6,0.0019392630514897184,0.004181184668989547,0.03118839798358849
AC008781.7,0.0,0.0,0.0
AC008937.2,0.0,0.0,0.0
AC008937.3,0.0,0.0,0.0
AC009005.2,0.005243663960469216,0.009059233449477353,0.06398394918547459
AC009014.3,0.001801882209647708,0.003484320557491289,0.03312291110838806
AC009060.3,0.0002017199784311949,0.0006968641114982578,0.007641433950315495
AC009065.4,0.001203338412198296,0.0013937282229965157,0.033022455875912085
AC009095.4,0.0,0.0,0.0
AC009120.10,0.0031177644165939853,0.0062717770034843206,0.040256379126425886
AC009120.11,0.0037644339207856476,0.005574912891986063,0.06072277711274242
AC009120.4,0.00023921325250393107,0.0006968641114982578,0.009061731432181497
AC009120.5,0.0,0.0,0.0
AC009133.12,0.010203725666105688,0.020905923344947737,0.07655555593143808
AC009133.15,0.0,0.0,0.0
AC009133.17,0.0,0.0,0.0
AC009133.21,0.00025466325239627627,0.0006968641114982578,0.009646998963082045
AC009134.1,0.0,0.0,0.0
AC009227.2,0.0,0.0,0.0
AC009228.1,0.0006570305486939291,0.0013937282229965157,0.01794187121637598
AC009236.2,0.0,0.0,0.0
AC009262.2,0.0,0.0,0.0
AC009276.4,0.0017185035716969924,0.003484320557491289,0.030963296939409996
AC009299.2,0.00039419622772647004,0.0006968641114982578,0.014932702556592788
AC009299.3,0.001860434863545134,0.003484320557491289,0.03297773758112225
AC009303.1,0.0,0.0,0.0
AC009336.19,0.0003548276927274797,0.0006968641114982578,0.013441367577008314
AC009403.2,0.01041100708984445,0.018118466898954706,0.08974910022971853
AC009404.2,0.011490514713652606,0.021602787456445994,0.08194398672671137
AC009410.1,0.0019267521515591985,0.0020905923344947735,0.050239397592560534
AC009473.1,0.00100452945245371,0.0020905923344947735,0.02278454815668765
AC009480.3,0.0026809407864825077,0.004181184668989547,0.047174467161235765
AC009487.4,0.0,0.0,0.0
AC009495.2,0.0,0.0,0.0
AC009495.3,0.0,0.0,0.0
AC009495.4,0.0,0.0,0.0
AC009501.4,0.00657140460668251,0.010452961672473868,0.07173638553926713
AC009502.4,0.0,0.0,0.0
AC009505.2,0.0,0.0,0.0
AC009505.4,0.0,0.0,0.0
AC009506.1,0.028006052407905352,0.045993031358885016,0.14394542815962275
AC009518.4,0.00017114591212443302,0.0006968641114982578,0.006483245702960628
AC009542.2,0.0,0.0,0.0
AC009784.3,0.0,0.0,0.0
AC009948.5,0.03822939591816854,0.07038327526132404,0.15281080241441392
AC009950.2,0.001252620633429229,0.0020905923344947735,0.029962114770084435
AC009961.3,0.005006516189677043,0.009059233449477353,0.05683644547854462
AC010084.1,0.0,0.0,0.0
AC010096.1,0.0,0.0,0.0
AC010127.3,0.0,0.0,0.0
AC010136.2,0.0,0.0,0.0
AC010226.4,0.028458670125094905,0.041811846689895474,0.14967460310683303
AC010287.1,0.00806669344131639,0.014634146341463415,0.07345025562306683
AC010504.2,0.0,0.0,0.0
AC010524.2,0.0,0.0,0.0
AC010524.4,0.0026653660822795206,0.003484320557491289,0.047742081959073306
AC010525.4,0.0,0.0,0.0
AC010547.9,0.0,0.0,0.0
AC010642.1,0.0033235823194280776,0.0062717770034843206,0.04428428420073261
AC010649.1,0.001594093028235689,0.0027874564459930314,0.03056292222154758
AC010745.1,0.0003295111915744073,0.0006968641114982578,0.01248234322593108
AC010746.3,0.0,0.0,0.0
AC010761.10,0.0,0.0,0.0
AC010761.13,0.0,0.0,0.0
AC010761.6,0.0,0.0,0.0
AC010761.8,0.004700795780469053,0.0062717770034843206,0.0702017457661016
AC010761.9,0.0,0.0,0.0
AC010883.5,0.0011806324051124389,0.0020905923344947735,0.02601578018998614
AC010884.1,0.0,0.0,0.0
AC010894.3,0.0065049091197230515,0.011846689895470384,0.06881792906815502
AC010894.5,0.0,0.0,0.0
AC010967.2,0.0,0.0,0.0
AC010969.1,0.0,0.0,0.0
AC010974.3,0.0,0.0,0.0
AC010976.2,0.0,0.0,0.0
AC010987.6,0.0,0.0,0.0
AC011043.1,0.030416925550633002,0.05365853658536585,0.13653467059230417
AC011247.3,0.0,0.0,0.0
AC011288.2,0.0,0.0,0.0
AC011290.4,0.001030864542016598,0.0006968641114982578,0.03905058572187458
AC011294.3,0.0,0.0,0.0
AC011298.2,0.0008253397463575203,0.0006968641114982578,0.03126501999162334
AC011513.4,0.0,0.0,0.0
AC011523.2,0.0,0.0,0.0
AC011718.2,0.004181321457452225,0.0062717770034843206,0.05583915870345947
AC011747.3,0.0,0.0,0.0
AC011747.4,0.0030137026180818,0.004878048780487805,0.04353906225027703
AC011893.3,0.0006831619489372729,0.0013937282229965157,0.018551984289691893
AC011897.2,0.0,0.0,0.0
AC011899.9,0.0,0.0,0.0
AC011995.3,0.0,0.0,0.0
AC011997.1,0.004249213316879051,0.005574912891986063,0.06214748174604797
AC012074.2,0.0,0.0,0.0
AC012123.1,0.0,0.0,0.0
AC012314.20,0.0,0.0,0.0
AC012314.8,0.0015792124651639345,0.0013937282229965157,0.04228972567469972
AC012354.6,0.0,0.0,0.0
AC012358.7,0.0,0.0,0.0
AC012358.8,0.0030233598314519917,0.006968641114982578,0.03812571096270475
AC012360.4,0.0005782350389747031,0.0013937282229965157,0.016220314255090608
AC012360.6,0.0011803027169583833,0.0013937282229965157,0.036823882896008304
AC012363.4,0.0,0.0,0.0
AC012368.1,0.0,0.0,0.0
AC012442.6,0.0,0.0,0.0
AC012494.1,0.0,0.0,0.0
AC012499.1,0.0,0.0,0.0
AC012506.4,0.0,0.0,0.0
AC012507.3,0.0,0.0,0.0
AC012531.25,0.0006268224654203888,0.0013937282229965157,0.018194919136167026
AC012593.1,0.00022885658935878613,0.0006968641114982578,0.008669406596611053
AC012594.1,0.0,0.0,0.0
AC012668.2,0.0,0.0,0.0
AC013264.2,0.0,0.0,0.0
AC013275.2,0.0,0.0,0.0
AC013448.1,0.0,0.0,0.0
AC013461.1,0.36487534841444297,0.4578397212543554,0.46746496433208024
AC013463.2,0.0004234794043743442,0.0006968641114982578,0.016041990104362767
