gene,mean_log1p_CP10K,detection_fraction,sd_log1p_CP10K
SLC27A1,0.07710563654159963,0.09429657794676806,0.27009063870142286
PGLS,0.6428947069309139,0.5536121673003802,0.6523318359212098
FAM129C,0.0,0.0,0.0
COLGALT1,0.30263380224346614,0.3133079847908745,0.5102870049778939
MAP1S,0.057049277188332324,0.07984790874524715,0.2119129906567929
FCHO1,0.004318354703082363,0.0045627376425855515,0.06721470792492303
B3GNT3,0.004578057122271663,0.00532319391634981,0.0641931883733885
RPL18A,2.6482635841216013,0.9695817490494296,0.7093061172724844
SLC5A5,0.0011758167191019422,0.001520912547528517,0.031653313085756515
CCDC124,0.3727654570351877,0.3741444866920152,0.5470272705411126
KCNN1,0.006165092867789847,0.0045627376425855515,0.09806641899353667
ARRDC2,0.14106206033549518,0.1482889733840304,0.3776171374959889
MAST3,0.041898273068168596,0.03878326996197719,0.23127170931579796
MPV17L2,0.05226433964306141,0.06844106463878327,0.21283368460668137
AC005759.1,0.0024718228644027367,0.003041825095057034,0.0454793780709848
PGPEP1,0.025870895259239964,0.028897338403041824,0.16562156965124328
GDF15,0.18115458477990595,0.1285171102661597,0.5425200157547161
SSBP4,0.43192375842358777,0.4053231939163498,0.5976947878775654
AC010335.1,0.000538658397240052,0.0007604562737642585,0.019533331068359708
KXD1,0.3131170478706982,0.32927756653992396,0.5008158211415659
UBA52,1.9561711575812033,0.9239543726235742,0.7277868155579561
REX1BD,0.733964567368862,0.6053231939163498,0.6982098181708818
TMEM59L,0.024233515297241326,0.026615969581749048,0.1662643638455612
KLHL26,0.031819288336870546,0.037262357414448666,0.17468027102227637
CRTC1,0.06542548339832954,0.0806083650190114,0.2461377692282486
UPF1,0.19945882837175136,0.21444866920152092,0.42762222180720116
AC005197.1,0.00034570174652913236,0.0007604562737642585,0.012536157795855141
DDX49,0.14945414676992988,0.18403041825095057,0.34615516193988893
HOMER3-AS1,0.005209568625626118,0.006844106463878327,0.06846058271772876
ARMC6,0.004062562766373125,0.0038022813688212928,0.07020165703122595
SLC25A42,0.02230910003206263,0.028897338403041824,0.13920650388678438
RFXANK,0.1634881295642622,0.18935361216730037,0.3823789889773013
MAU2,0.13480125712514146,0.15133079847908745,0.36861653227377167
GATAD2A,0.1753004184546283,0.19391634980988592,0.40210797916105656
NDUFA13,0.0014836316840970195,0.0022813688212927757,0.03369070018741096
YJEFN3,0.015056794039523449,0.02053231939163498,0.11660913065694892
CILP2,0.03524021638492644,0.0403041825095057,0.19002267576294504
AC002306.1,0.00028053586662060194,0.0007604562737642585,0.010173052137173606
ZNF101,0.014783655501032387,0.01977186311787072,0.11434788782740593
ZNF253,0.03699987215507778,0.04258555133079848,0.19091450790503942
ZNF93,0.019712722776422872,0.022813688212927757,0.14906061934215406
ZNF90,0.054720498008251864,0.07072243346007605,0.22321155480394483
ZNF486,0.03918259036940056,0.049429657794676805,0.18837053637588322
ZNF66,0.00708951791537751,0.009125475285171103,0.0801553301855922
ZNF85,0.025953282983838918,0.0349809885931559,0.15126348815692559
ZNF430,0.11561774215268227,0.1376425855513308,0.32220856639460477
ZNF714,0.0039316186006377665,0.006083650190114068,0.05288820080306349
ZNF431,0.06050255230503859,0.06920152091254753,0.25037308734174546
ZNF738,0.04797534777669821,0.06007604562737642,0.20662318984607514
ZNF493,0.0038098962407201436,0.0045627376425855515,0.06305094597035003
ZNF429,0.007284264021248151,0.006844106463878327,0.0908568685108342
ZNF257,0.013217488799974121,0.01749049429657795,0.10481540854717082
ZNF492,0.001759825116104427,0.0022813688212927757,0.03770342146852905
ZNF723,0.0,0.0,0.0
ZNF730,0.008536543531525505,0.009125475285171103,0.09442688631933928
AC010300.1,0.0,0.0,0.0
ZNF726,0.0012750139774521509,0.001520912547528517,0.03367212641758495
ZNF254,0.174897763039866,0.18783269961977186,0.40659097923418563
AC092279.1,0.002182598769786237,0.003041825095057034,0.041479447145348895
AC073534.2,0.004075804888894488,0.00532319391634981,0.06330774546384328
AC006504.5,0.0,0.0,0.0
AC007786.1,0.0,0.0,0.0
VSTM2B,0.0,0.0,0.0
POP4,0.18707528348712785,0.22433460076045628,0.3880345180736251
PLEKHF1,0.15114970340406853,0.17718631178707225,0.3607106513506312
CCNE1,0.025079569150108734,0.034220532319391636,0.1433972891883476
URI1,0.31648879512661127,0.3239543726235741,0.5134419730288218
ZNF536,0.03710609130048414,0.03650190114068441,0.21283381697368725
ZNF507,0.11557653774662219,0.1269961977186312,0.3453660701897081
DPY19L3,0.10613354513443389,0.13307984790874525,0.307175001243922
PDCD5,0.6712940608109544,0.5642585551330799,0.6758848775003133
RGS9BP,0.002254073941295722,0.0038022813688212928,0.03813934822673375
NUDT19,0.05241514691895958,0.06463878326996197,0.22490773626776914
TDRD12,0.0,0.0,0.0
FAAP24,0.02049056804553788,0.025095057034220533,0.15095459365993377
GPATCH1,0.05015470727597481,0.05931558935361217,0.2258512460406209
LRP3,0.2063085651129659,0.23954372623574144,0.40789291069568084
AC008738.3,0.0,0.0,0.0
CEBPA-DT,0.005940583981258115,0.008365019011406844,0.06916557002796488
AC008738.2,0.0007487412853870687,0.0007604562737642585,0.027151551868404317
CEBPG,0.14296753592220734,0.16045627376425856,0.3697499772596494
CHST8,0.0029560908953278437,0.003041825095057034,0.055028803923196305
KCTD15,0.054595498155166636,0.06768060836501902,0.2296242863431823
AC008556.1,0.0041843537654777775,0.006083650190114068,0.06162665635681941
LSM14A,0.4720172464755295,0.44106463878326996,0.6090339779245236
KIAA0355,0.12246608334712705,0.1444866920152091,0.33443469971072226
GPI,0.03580244432378394,0.04258555133079848,0.18929306216342642
PDCD2L,0.030868927287170094,0.034220532319391636,0.18167501660411522
UBA2,0.48933185490768577,0.4342205323193916,0.6527424368609913
WTIP,0.33676835612386985,0.3133079847908745,0.5782732338887743
ZNF302,0.15536819215961378,0.1703422053231939,0.38286462872504096
ZNF181,0.07385679511006844,0.07984790874524715,0.2820365233795539
AC008555.2,0.0,0.0,0.0
ZNF30,0.013830797259081484,0.016730038022813688,0.12044304057097142
GRAMD1A,0.2168407386011539,0.24182509505703423,0.4329116076074121
SCN1B,0.15575815930619516,0.1688212927756654,0.3854880450797597
HPN,0.0009604123388854348,0.001520912547528517,0.02598508430483304
AC020907.1,0.0005743855692831381,0.0007604562737642585,0.02082890296184462
FXYD3,0.08258970082340161,0.07908745247148288,0.3260592374810297
FXYD1,0.6066344307624737,0.4357414448669201,0.7933165206266244
FXYD7,0.0,0.0,0.0
FXYD5,0.295032670408847,0.28973384030418253,0.5196910540656886
LSR,0.047285962506425055,0.053231939163498096,0.22197895907531312
USF2,0.3134605270056293,0.3376425855513308,0.5001919467943674
HAMP,0.0012643773656534955,0.0022813688212927757,0.02793685121224236
MAG,0.005507554351178827,0.0045627376425855515,0.08603794779105496
CD22,0.008633479514138656,0.0076045627376425855,0.10921750380871158
FFAR1,0.001722521567156718,0.001520912547528517,0.044153470376879965
FFAR3,0.001797443249002694,0.0022813688212927757,0.0438916675309771
GPR42,0.0012205117166601642,0.0007604562737642585,0.044259329394080685
FFAR2,0.0013992456894508431,0.001520912547528517,0.040353426024416605
TMEM147,0.5142284300690819,0.4897338403041825,0.5935638459266134
AD000090.1,0.001451055725636261,0.0007604562737642585,0.052619530360464406
HAUS5,0.04087738112289338,0.04714828897338403,0.20609817219935986
RBM42,0.23733678773219408,0.2631178707224335,0.44094913221864784
ETV2,0.017754907372695115,0.022053231939163497,0.12820165115255971
COX6B1,1.257791388229321,0.8136882129277566,0.7506101382516577
UPK1A,0.0,0.0,0.0
ZBTB32,0.0007351482742700926,0.001520912547528517,0.0201970655085827
KMT2B,0.19492400130241255,0.22281368821292777,0.4054904051686455
PSENEN,0.07490826583882874,0.09429657794676806,0.2590695683668384
AC002398.2,0.004938946164738071,0.00532319391634981,0.07267954436688716
PROSER3,0.0163390866022507,0.016730038022813688,0.13796251784472818
ARHGAP33,0.004892534276121239,0.00532319391634981,0.0731277465649509
KIRREL2,0.001386852523980728,0.0007604562737642585,0.05029133423466022
APLP1,0.02109160411940715,0.024334600760456272,0.14415599829739584
HCST,0.0389350424230763,0.030418250950570342,0.2401053954153491
LRFN3,0.06889131947929444,0.08745247148288973,0.24714829564305255
SDHAF1,0.16312703031649992,0.18859315589353612,0.37319749587991435
AC002116.2,0.0,0.0,0.0
WDR62,0.0043326955785411864,0.0076045627376425855,0.051784179103463994
OVOL3,0.0,0.0,0.0
TBCB,0.5074623634668702,0.46539923954372625,0.6196412960883309
CAPNS1,0.042018378968407905,0.049429657794676805,0.20528973239140152
ZNF146,0.20975637166777467,0.23802281368821293,0.42139740364828404
AC092295.2,0.0006051833968182358,0.0007604562737642585,0.021945722386755982
ZNF529-AS1,0.0104345243687056,0.014448669201520912,0.09435300502594295
ZNF382,0.006320323597697654,0.00988593155893536,0.07039640863866174
AC074138.1,0.0004769876336251254,0.001520912547528517,0.012358663310329667
ZNF567,0.009406744326394618,0.011406844106463879,0.09217943567664524
AC020928.2,0.0011912324577519966,0.0022813688212927757,0.025117818604411663
AC020928.1,0.027884938467360586,0.0311787072243346,0.17238258879896254
ZNF345,0.002596071104938342,0.003041825095057034,0.05096761598693959
ZNF568,0.03469651622826432,0.04258555133079848,0.17964284324158314
ZNF420,0.011128294407779177,0.012167300380228136,0.11325295773514087
ZNF383,0.05518894243175422,0.0623574144486692,0.24020770630675248
LINC01535,0.0,0.0,0.0
HKR1,0.007803583903451577,0.00988593155893536,0.08262011061404688
ZNF527,0.009971883101905278,0.01064638783269962,0.10413179933120034
ZNF570,0.07230479526486344,0.08897338403041825,0.26273787408354954
ZNF793,0.01043185886295519,0.012167300380228136,0.10541372556021777
ZNF540,0.031220941906847315,0.03574144486692015,0.17988952863494492
SIPA1L3,0.04700060458178179,0.057034220532319393,0.2170748774854275
SPINT2,0.0029958483294605775,0.003041825095057034,0.06606885090028287
AC011479.1,0.0,0.0,0.0
C19orf33,0.009381807872336598,0.008365019011406844,0.11160212736734434
KCNK6,0.12131527865644566,0.12547528517110265,0.3667287768016257
CATSPERG,0.0012978782309321026,0.001520912547528517,0.033290543905017456
PSMD8,0.8448085528540064,0.6365019011406844,0.7153238221412626
SPRED3,0.014867570479156043,0.018250950570342206,0.1301051453217
FAM98C,0.09396998180346913,0.10798479087452471,0.29905919896095495
RYR1,0.0021428577476905217,0.0038022813688212928,0.035587733343849036
EIF3K,1.2200389668423202,0.7931558935361217,0.7407145498745099
ACTN4,0.6652106462334082,0.5315589353612167,0.7324207986496611
AC022144.1,0.02556794775484112,0.026615969581749048,0.1696184575650193
LGALS7B,0.0,0.0,0.0
AC104534.1,0.0,0.0,0.0
NFKBIB,0.048820029889054005,0.06539923954372624,0.2012980316404942
MRPS12,0.25848148411074884,0.29277566539923955,0.44814815892447346
PAK4,0.044179634052650484,0.06387832699619772,0.18700666031993166
NCCRP1,0.0,0.0,0.0
IFNL1,0.0,0.0,0.0
SAMD4B,0.01689435904893332,0.025095057034220533,0.11377560750408629
MED29,0.25151733259801756,0.267680608365019,0.47317266058704766
ZFP36,1.3802366740431553,0.7133079847908745,1.1064187255628382
PLEKHG2,0.10809223928391884,0.11102661596958174,0.34152558299197416
SUPT5H,0.23389578395456775,0.25931558935361215,0.4476608289379011
TIMM50,0.16122118620282638,0.20380228136882128,0.3523987802499736
DLL3,0.001638500275591919,0.0022813688212927757,0.03581484019055298
SELENOV,0.00027057572863950106,0.0007604562737642585,0.009811868363434555
LGALS14,0.0,0.0,0.0
PSMC4,0.383981155031548,0.40304182509505704,0.5173229676062114
ZNF546,0.02416941300339768,0.0311787072243346,0.14846705023517107
AC005614.1,0.0007439177415540837,0.001520912547528517,0.01953602896941943
MAP3K10,0.03708845264360776,0.045627376425855515,0.18807282206418688
PLD3,0.06906502675197027,0.09201520912547528,0.24315126019309546
AC010271.2,0.0002736759383970371,0.0007604562737642585,0.009924291048916841
AC010271.1,0.001338339803397587,0.001520912547528517,0.036521455315878255
SPTBN4,0.0032286634432854653,0.0038022813688212928,0.05876287956754425
SHKBP1,0.14067824474951374,0.16806083650190115,0.34971913423165985
LTBP4,1.0589042415375263,0.6798479087452471,0.8975630243672202
ITPKC,0.0988835402914915,0.11482889733840304,0.299610895999147
SNRPA,0.20206260734974105,0.22889733840304183,0.4098589971388954
MIA,0.0008054452099570302,0.0007604562737642585,0.029207802243735884
CYP2B6,0.0014279452301936173,0.0022813688212927757,0.032074532667188266
CYP2S1,0.008086053883597889,0.011406844106463879,0.08306319962414262
AXL,0.6484478504872395,0.5300380228136882,0.6997634848117139
HNRNPUL1,0.4528016416295362,0.42737642585551333,0.5916566760700769
CCDC97,0.058529810844162214,0.07224334600760456,0.2375599094446941
TMEM91,0.0243963236830751,0.03193916349809886,0.14677222343507748
ERICH4,0.0017950070728708853,0.0022813688212927757,0.03853185351103361
AC243960.3,0.001442706207233776,0.0022813688212927757,0.031112256806078972
LINC01480,0.007684884102408227,0.008365019011406844,0.0930070590062316
AC243960.1,0.0,0.0,0.0
CEACAM21,0.0005904380938221212,0.001520912547528517,0.016210518780235463
CEACAM5,0.0035116901342805225,0.0038022813688212928,0.05828312190846899
CEACAM6,0.02828946814173491,0.028136882129277566,0.1844462796683987
CEACAM3,0.0008894385424020369,0.0007604562737642585,0.03225364647189511
RPS19,3.3647658363666633,0.9870722433460076,0.6788267534683672
CD79A,0.02053371109930933,0.018250950570342206,0.1670439334663737
ARHGEF1,0.027980859152784036,0.03193916349809886,0.16772449507756146
ZNF574,0.03077117375895457,0.037262357414448666,0.17091013590498835
AC010247.2,0.000538658397240052,0.0007604562737642585,0.019533331068359708
ZNF526,0.043207423793053965,0.04790874524714829,0.21720416971097475
CIC,0.16950565678060725,0.18859315589353612,0.3975757505818162
PRR19,0.0028964813642224966,0.0045627376425855515,0.048720588824345525
TMEM145,0.0020235900417884386,0.0022813688212927757,0.043846189610299555
MEGF8,0.004703564198533242,0.0045627376425855515,0.07253572606947942
LIPE-AS1,0.006460979090296971,0.006844106463878327,0.08252313935641957
CD177,0.0017690752852266218,0.001520912547528517,0.04534535000346986
TEX101,0.0,0.0,0.0
ZNF575,0.026806631174702708,0.033460076045627375,0.15591438098465804
PINLYP,0.04488111507542219,0.053231939163498096,0.21151328045139703
SRRM5,0.0037745936114624654,0.0038022813688212928,0.06721486349472759
ZNF283,0.027594685981596867,0.034220532319391636,0.16554627024342872
ZNF221,0.019709019354790743,0.024334600760456272,0.13854632765965016
ZNF155,0.020772253493001446,0.028897338403041824,0.13459190715868677
ZNF230,0.026854678114856687,0.030418250950570342,0.16451328658085954
ZNF223,0.0006946293891735008,0.001520912547528517,0.0178828531898849
ZNF284,0.02034813052012235,0.02585551330798479,0.1399620207724834
ZNF224,0.04901601426777469,0.057034220532319393,0.22192684567867962
ZNF225,0.013803122010520382,0.018250950570342206,0.11198212505404409
ZNF234,0.05281231821875806,0.06692015209125475,0.21740946728132413
ZNF226,0.07757880368318713,0.09429657794676806,0.27051683424510997
ZNF227,0.04864061669834567,0.053231939163498096,0.23313715402385576
ZNF233,0.0014064045965043418,0.0022813688212927757,0.03139853190419596
IGSF23,0.0,0.0,0.0
PVR,0.005864894664597601,0.0076045627376425855,0.0738267369984456
CEACAM19,0.012732371710208695,0.011406844106463879,0.13010449170849725
CEACAM16,0.00026073529257381354,0.0007604562737642585,0.009455025331722865
BCL3,0.25807881074193356,0.2600760456273764,0.486442577117748
CBLC,0.004136146189096959,0.0045627376425855515,0.06791258478704973
AC092306.1,0.0007542045311210782,0.001520912547528517,0.019429749385354102
BCAM,0.2630723357124794,0.15513307984790875,0.6833839010616097
NECTIN2,0.06310960227079768,0.08365019011406843,0.2297793499889286
TOMM40,0.1742504674364186,0.21368821292775667,0.3719862896989033
APOE,0.8158776589322808,0.36197718631178705,1.3031837266124904
APOC1,0.07434584404440882,0.06463878326996197,0.31487187669503863
CLPTM1,0.27609281563545995,0.30038022813688214,0.4687698433987724
RELB,0.182019786472019,0.21140684410646388,0.38890434461748624
CLASRP,0.0808829527334783,0.09657794676806084,0.2714609670635421
MARK4,0.07762454550677313,0.09581749049429658,0.259740520818195
PPP1R37,0.002871578968481872,0.0045627376425855515,0.044528988791363404
KLC3,0.0012975238607267996,0.001520912547528517,0.037301312636069
CD3EAP,0.05354983579747997,0.06692015209125475,0.22225465351420134
FOSB,1.6449698291509385,0.7376425855513308,1.2584793430289039
PPM1N,0.04303223136130613,0.037262357414448666,0.24864466840413912
VASP,0.2920102142650267,0.29429657794676806,0.515470167144661
GIPR,0.002535656220834193,0.0022813688212927757,0.06011937968489974
QPCTL,0.006982269428231047,0.012167300380228136,0.06541461615241835
DM1-AS,0.0,0.0,0.0
AC092301.1,0.002627535810835459,0.0045627376425855515,0.041015209983681696
FOXA3,0.010528264442871445,0.013688212927756654,0.09414871322700381
CCDC61,0.01436780673480557,0.01749049429657795,0.12090229019887219
IGFL2,0.019356549224124053,0.015209125475285171,0.1711937634338618
IGFL1,0.0,0.0,0.0
HIF3A,0.05512532699404528,0.050190114068441066,0.2622262841658155
PPP5C,0.01165073281619901,0.015209125475285171,0.10092748381055056
AC011484.1,0.004744889244150888,0.008365019011406844,0.05771579884896708
CALM3,0.5707774174797667,0.5079847908745247,0.6437230860319738
FKRP,0.0011690965209756022,0.0007604562737642585,0.04239486381738704
AC008622.2,0.0057933944631138315,0.006083650190114068,0.08130557192122463
ARHGAP35,0.17996055428172317,0.19847908745247148,0.4064898261621372
NPAS1,0.0003808686439187153,0.0007604562737642585,0.013811412489511444
SAE1,0.21017939330332244,0.24106463878326997,0.41240689292280197
CCDC9,0.029721379285607336,0.037262357414448666,0.16808709521135648
INAFM1,0.526418774669654,0.4479087452471483,0.6646467069776351
C5AR1,0.024132044089731363,0.026615969581749048,0.16409983692880262
C5AR2,0.00601648926825285,0.0045627376425855515,0.10150109486114188
DHX34,0.023764122387265028,0.030418250950570342,0.1437298974402013
NAPA-AS1,0.004114726969990545,0.006083650190114068,0.0558376143345729
AC010519.1,0.0,0.0,0.0
BICRA,0.00036695481884828243,0.0007604562737642585,0.01330685644263543
EHD2,0.5850070995109491,0.5019011406844106,0.6720066772298061
NOP53,0.7634229059255725,0.6159695817490495,0.707601394313992
SELENOW,1.2409559972477504,0.7847908745247149,0.8125081901260559
ELSPBP1,0.0,0.0,0.0
ZSWIM9,0.044767624943827584,0.050190114068441066,0.2145332846196126
CARD8-AS1,0.014483436693361126,0.018250950570342206,0.11558732087113541
ZNF114,0.0016745992270866825,0.001520912547528517,0.04958282197240739
EMP3,1.2201922155916762,0.7330798479087453,0.9072373175824588
SYNGR4,0.0,0.0,0.0
GRIN2D,0.008646925607736299,0.012167300380228136,0.08375341655189449
GRWD1,0.09872184208369457,0.132319391634981,0.2793276386609649
KCNJ14,0.007490316842800428,0.009125475285171103,0.09093023892192904
CYTH2,0.09886387150163051,0.1247148288973384,0.2923505277870453
SULT2B1,0.006382333172274506,0.008365019011406844,0.07343317615464437
SPACA4,0.0,0.0,0.0
SPHK2,0.016933636613231506,0.022053231939163497,0.12276635597842668
FUT2,0.007830933842792721,0.00988593155893536,0.0863513246606492
PPP1R15A,1.4806155722089738,0.7604562737642585,1.0432790859676893
NUCB1,0.809498593647421,0.626615969581749,0.7113396014804135
DHDH,0.0008359040463525799,0.001520912547528517,0.02155829741185582
BAX,0.3671599803144746,0.3703422053231939,0.5394215697900004
AC026803.2,0.0005514161034482045,0.0007604562737642585,0.019995962859330665
FTL,3.7457671015018716,0.9916349809885932,0.7414879743634651
RUVBL2,0.1484741301627381,0.17566539923954372,0.3571965163442144
SNRNP70,0.6952301770715797,0.5802281368821293,0.6885885751539847
LIN7B,0.03707024297027229,0.045627376425855515,0.1846723464274937
PPFIA3,0.024734504386118846,0.0311787072243346,0.1558886151118448
TRPM4,0.09371570438314987,0.10190114068441064,0.3189350393985602
CD37,0.03467614718445343,0.037262357414448666,0.20185331495300984
AC010524.1,0.008251422478546194,0.00988593155893536,0.08878924339224979
ALDH16A1,0.017471602044277845,0.02585551330798479,0.11555276556473752
FLT3LG,0.04918738664896231,0.05475285171102662,0.22465950062230686
RPL13A,3.2146680941954116,0.9855513307984791,0.6170736436036554
RPS11,2.7676347231361946,0.9726235741444867,0.6682226092352829
FCGRT,0.9686264521719598,0.685171102661597,0.7902192891813491
RCN3,0.042207741135922926,0.057034220532319393,0.18567925666021565
PRRG2,0.027881862116286647,0.03269961977186312,0.17706966090318235
PRR12,0.06015221302944784,0.07452471482889733,0.23163298872427174
SCAF1,0.11270332247553022,0.14068441064638784,0.3097828435115828
BCL2L12,0.0484749691936433,0.06844106463878327,0.1960723808868624
PRMT1,0.568137930593478,0.5133079847908745,0.6251011795698622
ADM5,0.006182656896658086,0.00988593155893536,0.06563867674754151
CPT1C,0.014318729376612776,0.01596958174904943,0.12357520996191791
AP2A1,0.25288614836519263,0.2813688212927757,0.45044082637246846
AC006942.1,0.023826038513357947,0.02737642585551331,0.15338176167595308
MED25,0.04026090330149121,0.05247148288973384,0.19140779953311166
PTOV1,0.23435732840961254,0.267680608365019,0.4430154835515186
TBC1D17,0.1127480279432073,0.13079847908745248,0.32592746748673807
ATF5,0.1211662967542219,0.14068441064638784,0.3424797901650204
ZNF473,0.00220055732415553,0.003041825095057034,0.043025116342483405
MYH14,0.021599824807396986,0.01977186311787072,0.16332433109066813
NR1H2,0.25592535660175536,0.2752851711026616,0.4634133031806915
POLD1,0.023367666952415947,0.028897338403041824,0.1473961214784942
SPIB,0.004825943205196671,0.006083650190114068,0.06419468000000783
MYBPC2,0.0022273208838270433,0.0022813688212927757,0.048641833688912534
EMC10,0.4254710700773141,0.40456273764258555,0.5752936514883581
C19orf81,0.011210678909988333,0.014448669201520912,0.10185102921933296
CLEC11A,0.9700094030393862,0.6425855513307985,0.833601229719837
LINC01869,0.0,0.0,0.0
AC011523.1,0.0,0.0,0.0
KLK3,0.0,0.0,0.0
KLK2,0.0,0.0,0.0
SIGLEC9,0.0,0.0,0.0
SIGLEC7,0.0005786487028245824,0.0007604562737642585,0.02098349666961996
CD33,0.0005786487028245824,0.0007604562737642585,0.02098349666961996
IGLON5,0.014785826635764046,0.022053231939163497,0.10428791230443787
AC008750.2,0.0,0.0,0.0
ZNF175,0.015969393093110098,0.019011406844106463,0.12679074628774833
AC018755.1,0.0005982135458343187,0.0007604562737642585,0.02169297517727488
SPACA6,0.012170609502096336,0.013688212927756654,0.12048981522229536
FPR2,0.006883723241850782,0.00532319391634981,0.11336602065383805
FPR3,0.00610199610176317,0.006083650190114068,0.088960260553002
ZNF613,0.004531138802872179,0.00532319391634981,0.06834209614984335
AC011468.5,0.010484209052356525,0.01064638783269962,0.11253772575374951
PPP2R1A,0.4984671647533768,0.46844106463878327,0.5927700533759424
ZNF766,0.050768639048505454,0.06768060836501902,0.2151316898017044
ZNF480,0.07751369230824273,0.09201520912547528,0.2702933571766492
ZNF610,0.014317294111850077,0.018250950570342206,0.12159648309596724
ZNF880,0.08682862656809726,0.09733840304182509,0.2969077603020181
ZNF528,0.04303707280652242,0.05399239543726236,0.19665857388618282
ZNF578,0.001526253154477833,0.001520912547528517,0.046539499522123266
ZNF808,0.021379316647798293,0.024334600760456272,0.1469940544186178
ZNF701,0.05264629085003932,0.060836501901140684,0.235465274621109
AC010487.2,0.0018825073220185185,0.0022813688212927757,0.042939866662661995
ZNF845,0.025261659225481927,0.029657794676806085,0.16084183071847988
ZNF525,0.003375897804523802,0.0038022813688212928,0.05810904996091829
ZNF765,0.011929114417224764,0.011406844106463879,0.11811084539814581
ZNF761,0.04589667500851937,0.05399239543726236,0.21869072678897214
ZNF813,0.024603437369519053,0.028136882129277566,0.16072272133310167
ZNF331,0.2402566138022202,0.21825095057034222,0.5307735365085874
MYADM,1.0554763114699153,0.6859315589353612,0.8682396170887476
PRKCG,0.0033573615666756553,0.0045627376425855515,0.0528426977286241
CACNG8,0.00433261027806388,0.00532319391634981,0.0639488380463996
CACNG6,0.0,0.0,0.0
NDUFA3,0.3693934919476388,0.3665399239543726,0.5541835110139323
PRPF31,0.28981354973289314,0.31634980988593153,0.4782011579773371
CNOT3,0.11747237807799893,0.1414448669201521,0.3256577997311329
TSEN34,0.019952471786079652,0.022053231939163497,0.15090066426662824
RPS9,2.5210346312846457,0.9634980988593156,0.6978944000616426
TTYH1,0.0021632003465126806,0.003041825095057034,0.04406123796354405
LENG8,0.17408015478460553,0.18555133079847907,0.4141795194691087
LAIR2,0.006548670221831608,0.006083650190114068,0.08956993683378947
KIR3DX1,0.001471973901257169,0.001520912547528517,0.041956882706327296
LILRA2,0.0,0.0,0.0
LILRA1,0.0,0.0,0.0
LILRB1,0.006059873319863286,0.006844106463878327,0.0783594916616233
LILRB4,0.0022006483347151522,0.0038022813688212928,0.03688394346728338
KIR2DL3,0.0,0.0,0.0
KIR2DL1,0.0006503598973054621,0.0007604562737642585,0.023583954604147084
KIR2DL4,0.001968228324098439,0.001520912547528517,0.05388483206586222
KIR3DL1,0.0,0.0,0.0
KIR3DL2,0.0,0.0,0.0
FCAR,0.0,0.0,0.0
AC245128.3,0.0018487391306482696,0.0007604562737642585,0.06704069533309605
NCR1,0.0,0.0,0.0
NLRP2,0.0014115964903135415,0.0022813688212927757,0.0302643016031917
AC011476.3,0.0,0.0,0.0
EPS8L1,0.026528712362586332,0.0349809885931559,0.15288819533254577
AC010327.4,0.0010259169313912215,0.0007604562737642585,0.03720275256485011
BRSK1,0.0409608332811698,0.05399239543726236,0.19375672858813392
KMT5C,0.02096963543066472,0.030418250950570342,0.13012657702328326
TMEM190,0.0039138159504646065,0.00532319391634981,0.05719252259764899
RPL28,3.0897667470464825,0.9847908745247148,0.6528958129344203
ZNF628,0.028124796453084633,0.033460076045627375,0.17561769516137882
NAT14,0.14596510500320667,0.17186311787072242,0.3551597525307844
SSC5D,0.31183456684742766,0.29885931558935364,0.5316124771351177
ZNF524,0.1701059119184821,0.19315589353612167,0.39034473511949985
ZNF865,0.045257208475297,0.053231939163498096,0.21138538153816988
ZNF580,0.005551106694784699,0.006844106463878327,0.07330299966279796
CCDC106,0.07804415363152402,0.09809885931558936,0.26218167734332815
U2AF2,0.22361104789084996,0.24486692015209124,0.4424683957664734
EPN1,0.010137194489952218,0.016730038022813688,0.08228452891053087
NLRP4,0.0,0.0,0.0
ZNF444,0.09804763648466543,0.11482889733840304,0.3036837787869053
EDDM13,0.0,0.0,0.0
AC006116.8,0.0,0.0,0.0
ZNF582-AS1,0.010415490713033005,0.012927756653992395,0.1039335697736179
ZNF583,0.015904563990053546,0.02053231939163498,0.12047420807103298
ZNF667-AS1,0.005667699382084431,0.008365019011406844,0.06396235654852375
ZNF471,0.03966107556785304,0.04106463878326996,0.21239813804074256
ZFP28,0.02708969756601307,0.028897338403041824,0.17187734257862722
ZNF470,0.0052126536314271625,0.00532319391634981,0.07930361027981708
ZNF71,0.05022685115470339,0.0623574144486692,0.21855917447359002
AC006115.1,0.0004511902738809445,0.0007604562737642585,0.016361480744934473
ZNF264,0.1876029999929939,0.2,0.4194410617396754
AURKC,0.008709662315405493,0.01064638783269962,0.09595859853192115
ZNF805,0.05869009101461191,0.07376425855513308,0.22752844677331024
AC005261.3,0.0382828875018945,0.04790874524714829,0.18833695959802338
ZNF460,0.06411487591196716,0.07452471482889733,0.25012354055097147
AC005261.1,0.29858321153119943,0.29429657794676806,0.5329381588496122
ZNF543,0.03621155067946536,0.04258555133079848,0.1897952137099025
ZNF304,0.025256908478893995,0.028136882129277566,0.16453756162128874
TRAPPC2B,0.010625542112762365,0.012927756653992395,0.10381943973944335
ZNF749,0.006963650132632433,0.00988593155893536,0.07369564816062966
AC004076.2,0.00942341408494665,0.009125475285171103,0.10692551757327852
ZNF773,0.005941990512326965,0.006844106463878327,0.0780338884688099
