"sample","dataset","FAP13","matrix4","receptor2"
"GSM972117","discovery",-0.123965024876819,-0.444388800848252,-0.571970571401854
"GSM972118","discovery",-0.995121453441366,-0.95328637043441,-1.06416877434829
"GSM972119","discovery",0.032444084972086,0.710241464413204,-0.355840200774197
"GSM972120","discovery",0.44714384484377,0.663056817922664,-0.181184170923973
"GSM972121","discovery",-0.447265785945609,-0.78705125365881,-0.238764411447255
"GSM972122","discovery",-0.893417732181937,-0.589490324439519,0.271192789652574
"GSM972123","discovery",-0.830490189876729,-0.581520397622271,-0.970105050500784
"GSM972124","discovery",-0.268671751775173,-0.479132847757615,-0.339164814955707
"GSM972125","discovery",0.66264372047579,0.626330743509855,-0.157775606537583
"GSM972126","discovery",-1.03974703325754,-0.0753044984731612,0.204476808299607
"GSM972127","discovery",0.366789312989088,0.285094784548663,0.332244942159373
"GSM972128","discovery",0.970633497501796,0.68260455868889,0.0511919453863732
"GSM972129","discovery",-0.203230696852326,-0.361705188507357,-0.874492769386871
"GSM972130","discovery",-0.994856372128467,-0.614450553398421,1.00329962622131
"GSM972131","discovery",1.44840766997355,1.34023568182366,0.831726858311157
"GSM972132","discovery",0.548057074019969,0.585044420116121,-0.323286583166846
"GSM972133","discovery",0.44087326426763,0.800135315298372,-0.614326041768584
"GSM972134","discovery",-0.0973045127856184,0.481235993582839,-0.50178165193578
"GSM972135","discovery",-1.71482111024863,-1.7532288597549,0.610585814191305
"GSM972136","discovery",-0.393433234689533,0.105916720556477,-0.514885452785132
"GSM972137","discovery",-0.639916162408499,-0.652417073248704,-0.555674199993498
"GSM972138","discovery",-0.986522404244319,-0.866779496897671,0.238630836500864
"GSM972139","discovery",-0.704139111400486,-0.328070784158585,0.743664960559704
"GSM972140","discovery",0.818846236286158,1.40980021498799,0.14223562301779
"GSM972141","discovery",0.501459429481697,1.09796162631455,0.0961863590327026
"GSM972142","discovery",-0.520650610300059,-0.804805660305202,-0.464131811481706
"GSM972143","discovery",0.287557995144016,0.465112316441866,0.00958119897824927
"GSM972144","discovery",-0.943268259142695,-0.800530452753099,1.12584212460341
"GSM972145","discovery",-0.323751048869321,-0.122630542376476,0.318831690954467
"GSM972146","discovery",0.616124327614295,0.830069603585762,0.15860907358118
"GSM972147","discovery",-0.148321063771429,0.346454499175059,0.893782360709404
"GSM972148","discovery",-0.393224602974886,-0.100959429574277,-0.190257721113013
"GSM972149","discovery",-0.627794025841967,-0.517301316759096,-0.017609045537389
