"model_id","subset","outcome","term","estimate","std_error","df","statistic","p_value","ci_low","ci_high","icc"
"B2_tumor_MKI67","tumor_cells","MKI67","compartmentFibroblast",-0.105662140518965,0.0103586427906333,17865.8830802786,-10.2003846116317,0.00000000000000000000000230321535610407,-0.125965080388607,-0.0853592006493241,0.0280555025260943
"matrix_senescence_unadjusted_for_FAP","tumor_fibroblast","matrix4_mean","(Intercept)",3.28288326642075,0.153517065798751,56.8040804064619,21.3844841896885,0.0000000000000000000000000000751658368473051,2.9819898174552,3.5837767153863,0.276709301239891
"matrix_senescence_unadjusted_for_FAP","tumor_fibroblast","matrix4_mean","SenMayo_mean",-0.174873299243171,0.237020242004025,1492.7629982216,-0.73779900722657,0.460752557514654,-0.63943297357106,0.289686375084718,0.276709301239891
"matrix_senescence_unadjusted_for_FAP","tumor_fibroblast","matrix4_mean","MKI67",0.213745867523239,0.120164219426307,1487.45435976,1.77878130897628,0.0754798089272601,-0.0217760025523224,0.449267737598801,0.276709301239891
"matrix_senescence_direct","tumor_fibroblast","matrix4_mean","(Intercept)",3.20203477279848,0.1373767276688,64.8440078900934,23.3084222279498,0.00000000000000000000000000000000316104577263621,2.93277638656763,3.47129315902932,0.230479538347717
"matrix_senescence_direct","tumor_fibroblast","matrix4_mean","SenMayo_mean",-0.536727768884524,0.22774631212314,1494.80870845204,-2.35669137243514,0.0185669630531328,-0.983110540645879,-0.0903449971231695,0.230479538347717
"matrix_senescence_direct","tumor_fibroblast","matrix4_mean","FAP_expr",0.467118502590406,0.0374937935322177,1497.98941562873,12.4585553656772,0.000000000000000000000000000000000568362291385176,0.393630667267259,0.540606337913552,0.230479538347717
"matrix_senescence_direct","tumor_fibroblast","matrix4_mean","MKI67",0.145034877441308,0.114685719180546,1488.43643163652,1.2646289222199,0.206202354406941,-0.0797491321525618,0.369818887035178,0.230479538347717
"matrix_senescence_FAPstatus_adjusted","tumor_fibroblast","matrix4_mean","(Intercept)",3.24298232541568,0.133507839641894,63.9593132675759,24.2905759999884,0.000000000000000000000000000000000537136002758827,2.98130695971757,3.5046576911138,0.222619370793157
"matrix_senescence_FAPstatus_adjusted","tumor_fibroblast","matrix4_mean","SenMayo_mean",-0.92336625820695,0.228093797138953,1495.39592195021,-4.0481866222975,0.0000542575653928911,-1.3704301005993,-0.476302415814602,0.222619370793157
"matrix_senescence_FAPstatus_adjusted","tumor_fibroblast","matrix4_mean","FAP_statusFAP+",0.702956566856674,0.0483582949687926,1500.11522346722,14.536421668926,0.00000000000000000000000000000000000000000000688942808351876,0.608174308717841,0.797738824995508,0.222619370793157
"matrix_senescence_FAPstatus_adjusted","tumor_fibroblast","matrix4_mean","MKI67",0.0814570475701395,0.113058297923319,1488.60427330839,0.720487120948762,0.471338245637964,-0.140137216359566,0.303051311499845,0.222619370793157
"senescence_matrix_FAPstatus_adjusted","tumor_fibroblast","SenMayo_mean","(Intercept)",0.40683133031149,0.0118925405183723,107.101899827926,34.2089505335712,0.0000000000000000000000000000000000000000000000000000000000180436335679081,0.38352195089548,0.4301407097275,0.109551872831073
"senescence_matrix_FAPstatus_adjusted","tumor_fibroblast","SenMayo_mean","matrix4_mean",-0.0117806264665357,0.00287875464127156,1482.09316302747,-4.09226486260466,0.0000450187526999,-0.0174229855634279,-0.00613826736964342,0.109551872831073
"senescence_matrix_FAPstatus_adjusted","tumor_fibroblast","SenMayo_mean","FAP_statusFAP+",0.0555055950281312,0.00563435015229028,1500.75043487454,9.85128604504088,0.000000000000000000000314274360416382,0.0444622687296422,0.0665489213266201,0.109551872831073
"senescence_matrix_FAPstatus_adjusted","tumor_fibroblast","SenMayo_mean","MKI67",-0.0409242695894947,0.0127083725038398,1493.06641442466,-3.22026046821728,0.00130830431995592,-0.0658326796970207,-0.0160158594819687,0.109551872831073
"matrix_FAP_status","tumor_fibroblast","matrix4_mean","(Intercept)",2.8982100740445,0.10436204195691,23.078766406386,27.7707298525372,0.000000000000000000307726794278353,2.69366047180896,3.10275967628005,0.226088184217478
"matrix_FAP_status","tumor_fibroblast","matrix4_mean","FAP_statusFAP+",0.658545656367709,0.0473650869400314,1499.80239313426,13.9036091541749,0.0000000000000000000000000000000000000000199148094563845,0.565710085965248,0.751381226770171,0.226088184217478
"matrix_FAP_status","tumor_fibroblast","matrix4_mean","MKI67",0.120308345911607,0.113254024645749,1488.63571713517,1.06228759894339,0.288277440998593,-0.10166954239406,0.342286234217275,0.226088184217478
