test_ligand,auroc,aupr,aupr_corrected,pearson,rank,sender_mean_count,sender_positive_percent,cellchat_direct_support
COL16A1,0.571491095625963,0.0233569462284984,0.00692316470112337,0.0199204091762821,218,1.26760563380282,57.3943661971831,FALSE
HSP90B1,0.557630450321652,0.0228552611935859,0.0064214796662109,0.0197979361020293,219,7.4612676056338,94.7183098591549,FALSE
TFPI,0.549226815945686,0.0224278156359337,0.00599403410855871,0.0195753893092638,220,0.778169014084507,38.3802816901408,FALSE
MDK,0.551171482304012,0.0238342542620462,0.00740047273467117,0.0194915044404768,221,4.01760563380282,82.0422535211268,TRUE
FAM3C,0.552873423721288,0.0222069971966564,0.0057732156692814,0.0194396377184403,222,1.8943661971831,70.7746478873239,FALSE
SERPINE1,0.547970666595308,0.0223539632477972,0.00592018172042217,0.0194363169234864,223,1.28521126760563,36.6197183098592,FALSE
ADM,0.56499868125817,0.0247346464440962,0.00830086491672125,0.0194185502953907,224,3.09859154929577,49.2957746478873,FALSE
CD70,0.550313344520341,0.0222954362743137,0.00586165474693871,0.0194161964659286,225,0.285211267605634,14.4366197183099,FALSE
IGFBP4,0.542758769633012,0.0210479139953801,0.00461413246800512,0.0193594716377771,226,10.0105633802817,94.7183098591549,FALSE
GNAS,0.568260656007131,0.023649352526657,0.00721557099928202,0.0191110906919148,227,2.67605633802817,84.8591549295775,FALSE
PLAT,0.562268025671502,0.0235522299562426,0.00711844842886761,0.0190667974520425,228,2.3943661971831,66.5492957746479,FALSE
JAG1,0.554371820207706,0.0231971905695893,0.00676340904221433,0.0190107229916154,229,0.415492957746479,26.7605633802817,FALSE
CLEC2B,0.547257303727272,0.0206054408784317,0.00417165935105669,0.0189435744492423,230,1.43661971830986,62.3239436619718,FALSE
LGALS3,0.565758391211432,0.0231114516299005,0.00667767010252551,0.0188917248018472,231,4.02112676056338,86.2676056338028,FALSE
PRSS2,0.562544674767679,0.0225090575951432,0.00607527606776824,0.0187420659986209,232,0.369718309859155,22.1830985915493,FALSE
ECM1,0.54616695271257,0.0213530673916779,0.00491928586430291,0.0187053150796193,233,1.99295774647887,67.9577464788732,FALSE
CD59,0.571135130899438,0.02290604719146,0.00647226566408502,0.0186234234196168,234,4.5,86.2676056338028,FALSE
DLL1,0.5467957440953,0.0208439331976445,0.00441015167026954,0.018559332228058,235,0.419014084507042,15.8450704225352,FALSE
SERPINA1,0.554383765332766,0.0217429245451731,0.00530914301779814,0.0184447803547676,236,0.158450704225352,13.3802816901408,FALSE
MFGE8,0.545706348690633,0.0211754685135063,0.00474168698613132,0.0184325468353198,237,5.55985915492958,86.6197183098592,FALSE
LGALS1,0.565221338389138,0.0230870482219423,0.00665326669456733,0.0182475587506552,238,107.401408450704,99.6478873239437,FALSE
PTHLH,0.567017407391821,0.0239621306476251,0.00752834912025012,0.0182215046152503,239,0.348591549295775,20.7746478873239,FALSE
S100A10,0.535345625026279,0.0208116239130169,0.00437784238564193,0.0173361384294347,240,9.58802816901408,92.2535211267606,FALSE
MFAP2,0.558730835241363,0.0217484108983726,0.00531462937099761,0.017311221126392,241,3.13380281690141,81.6901408450704,FALSE
FGF7,0.581344390378158,0.0236515637412903,0.00721778221391526,0.0172053949646948,242,2,59.5070422535211,FALSE
CALR,0.570628179792266,0.0235482037527646,0.00711442222538959,0.0169630574269121,243,8.67253521126761,94.7183098591549,FALSE
SPON1,0.550042906889193,0.0207641994968326,0.00433041796945757,0.0169395337570938,244,0.746478873239437,41.1971830985916,FALSE
PLTP,0.564672340441795,0.021881104519389,0.00544732299201402,0.0167661776140658,245,1.09154929577465,54.5774647887324,FALSE
SPP1,0.558836430146828,0.0231188047165291,0.00668502318915414,0.0166194508946808,246,0.496478873239437,27.8169014084507,TRUE
SPON2,0.519294243787572,0.0197645980829389,0.00333081655556391,0.0165841634163246,247,10.9718309859155,91.9014084507042,FALSE
PTPRM,0.535470809936801,0.0204569281355536,0.00402314660817859,0.016566590574827,248,0.123239436619718,11.6197183098592,FALSE
SERPINE2,0.544729715266423,0.0205381540282327,0.00410437250085768,0.016515017338077,249,1.86619718309859,53.5211267605634,FALSE
TGM2,0.56540290428992,0.0232462872779203,0.00681250575054531,0.0163956510687232,250,0.338028169014085,20.0704225352113,FALSE
CLEC11A,0.528618130597474,0.0199550598663647,0.0035212783389897,0.0163891640351145,251,3.94366197183099,84.5070422535211,FALSE
CNTN1,0.537540661205664,0.0201466598987988,0.00371287837142385,0.0162976870463753,252,0.179577464788732,10.9154929577465,FALSE
BACE1,0.53082558970694,0.0213154064293439,0.00488162490196891,0.0158553163060659,253,0.23943661971831,20.7746478873239,FALSE
LAMA2,0.570877594003328,0.0233177972225732,0.00688401569519822,0.0157468983586812,254,0.225352112676056,18.6619718309859,FALSE
NUCB2,0.535818651978299,0.0205827728940511,0.00414899136667607,0.0154699500479667,255,1.44366197183099,61.9718309859155,FALSE
HLA-DQB1,0.558675887666124,0.0229474117301563,0.00651363020278134,0.014731627850646,256,0.109154929577465,10.5633802816901,FALSE
HLA-DRB1,0.554324517512504,0.0217640593044597,0.00533027777708471,0.0135167209932882,257,0.25,22.1830985915493,FALSE
PTN,0.549046205654926,0.0213693318851725,0.00493555035779749,0.0129949676902677,258,0.419014084507042,18.6619718309859,FALSE
TNFSF12,0.543657998646858,0.0212048557919785,0.00477107426460348,0.0126397051580888,259,0.232394366197183,20.0704225352113,FALSE
SLIT2,0.52995407338319,0.0203750609336746,0.00394127940629964,0.0117767566140389,260,0.28169014084507,19.7183098591549,FALSE
LCN2,0.549239238875727,0.0215899321268206,0.00515615059944562,0.0107924210477815,261,0.257042253521127,18.6619718309859,FALSE
ANOS1,0.530625867216066,0.0191350392085969,0.00270125768122191,0.0102915784285905,262,0.253521126760563,16.9014084507042,FALSE
PTDSS1,0.526516266393494,0.0192731813305147,0.00283939980313972,0.00991982986122153,263,0.338028169014085,25,FALSE
TNFSF9,0.546486126453953,0.0207060788060819,0.00427229727870688,0.00981408036708974,264,0.25,16.5492957746479,FALSE
ADGRE5,0.531553286725038,0.0190605666592091,0.00262678513183409,0.00912642941034136,265,0.176056338028169,16.1971830985916,FALSE
NID1,0.519912523460231,0.0191961235714795,0.00276234204410449,0.00879174059447834,266,0.954225352112676,47.887323943662,FALSE
ANGPTL4,0.566374759664074,0.0212697429513468,0.00483596142397178,0.00817058301235697,267,0.704225352112676,20.4225352112676,FALSE
ANGPT1,0.560476734718833,0.0213887256566514,0.00495494412927646,0.00687986482852452,268,0.140845070422535,11.6197183098592,FALSE
CXCL8,0.542456319066715,0.0204041257771941,0.00397034424981908,0.00687977682595128,269,8.31338028169014,66.1971830985916,FALSE
TNFRSF14,0.571315741190233,0.0226823565748091,0.00624857504743413,0.00667723364277763,270,0.316901408450704,22.5352112676056,FALSE
TNFSF10,0.562585765997862,0.022370094524416,0.005936312997041,0.00500598986440988,271,1.15140845070423,44.7183098591549,FALSE
FURIN,0.536836376632653,0.0197358035775989,0.00330202205022394,0.00443173160365826,272,0.292253521126761,21.1267605633803,FALSE
ANGPTL2,0.548561233577832,0.0200402565852952,0.00360647505792025,0.00191842205800269,273,2.37323943661972,68.3098591549296,FALSE
PAM,0.503878343201597,0.0177748266436732,0.00134104511629821,0.00048644133540675,274,1.27464788732394,59.1549295774648,FALSE
MFAP5,0.519053430066547,0.0174185721008971,0.000984790573522153,-0.00106804876856712,275,1.8169014084507,39.0845070422535,FALSE
APP,0.543032551899178,0.0201350333015071,0.0037012517741321,-0.00249992700582959,276,3.99295774647887,87.6760563380282,FALSE
PLAU,0.533932277830227,0.019804206089072,0.00337042456169697,-0.00327983645179921,277,4.76408450704225,71.4788732394366,TRUE
GDF11,0.566168347903195,0.0217472005024074,0.00531341897503243,-0.00474254370770117,278,0.151408450704225,12.3239436619718,FALSE
LTBP3,0.495941524312621,0.0165202213363128,8.64398089377681e-05,-0.00516535267224509,279,0.714788732394366,48.5915492957747,FALSE
AREG,0.562278537381537,0.0212513421145408,0.00481756058716585,-0.00971787588252464,280,0.47887323943662,24.6478873239437,FALSE
EPCAM,0.519491099448421,0.0176107780400057,0.00117699651263069,-0.0101705535048629,281,0.316901408450704,23.2394366197183,FALSE
CKLF,0.472812417578631,0.0157749850432917,-0.000658796484083322,-0.0115463356421497,282,1.19014084507042,57.0422535211268,FALSE
