source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,sample_id,patient_id,replicate,sender_spots,receiver_spots,prespecified_direction
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.115653077337997,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.0869916262260784,0.67,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN124_A938797_Rep2,A938797,Rep2,860,165,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.19675238302471,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.143383570450381,0.88,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.0786830308525422,0.99,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.150119507989522,0.44,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.132752649298344,0.99,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.221212168054101,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.1622347317827,0.8,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0895312959326282,0.98,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.169876398605283,0.37,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.151028051583131,0.98,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.20792708999341,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.149765647264212,0.93,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0836069298800734,0.98,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.159113972512846,0.41,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.138917489091878,0.99,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.191605018955379,0.38,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.136778939068467,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.199438141740327,0.15,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.208380769105415,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.187896314579251,0.52,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.179533262222597,0.56,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.128873758112567,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.184573276831758,0.28,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.196063790886499,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.173637243363156,0.7,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.169437608386194,0.67,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.122194834499101,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.176935960849393,0.19,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.18568414803807,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.166327390217386,0.62,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep1,A120838,Rep1,156,43,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,CD44,0.127616925266216,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Fibroblastic_stroma,FN1,CD44,0.0727213607860215,0.4,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,FN1,CD44,0.0534196394192128,0.02,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Tumor_stroma,Tumor,FN1,CD44,0.0919721953982194,0.99,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,CD44,0.0883063644646894,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,FN1,CD44,0.106321591233568,0.33,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,CD44,0.150088869414162,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A1,CD44,0.0774794125954693,0.9,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,COL1A1,CD44,0.0630581295307142,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A1,CD44,0.103838850860122,0,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,CD44,0.113272248790036,0.8,COL1A1_CD44,COL1A1 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,CD44,0.155332525671382,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Fibroblastic_stroma,COL1A2,CD44,0.0795619515017263,0.96,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,COL1A2,CD44,0.0653174439578295,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Fibroblastic_stroma,Tumor_stroma,COL1A2,CD44,0.107462493231186,0,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,CD44,0.116314239166426,0.89,COL1A2_CD44,COL1A2 - CD44,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A1,SDC4,0.165224861139181,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,COL1A1,SDC4,0.099794632034446,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Tumor_stroma,Tumor,COL1A1,SDC4,0.159280214956597,0.17,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A1,SDC4,0.136531877664672,0,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,COL1A1,SDC4,0.151323452435057,0.67,COL1A1_SDC4,COL1A1 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,COL1A2,SDC4,0.170877165941305,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,COL1A2,SDC4,0.10300312439719,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Tumor_stroma,Tumor,COL1A2,SDC4,0.163301991976757,0.23,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor_stroma,COL1A2,SDC4,0.140985179053753,0,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,COL1A2,SDC4,0.15518629543782,0.84,COL1A2_SDC4,COL1A2 - SDC4,COLLAGEN,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Fibroblastic_stroma,FN1,SDC4,0.140911331100079,0.03,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor,FN1,SDC4,0.0858460105696628,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,TRUE
Tumor_stroma,Tumor,FN1,SDC4,0.150043387331197,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Fibroblastic_stroma,Tumor_stroma,FN1,SDC4,0.117218228378697,0,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
Tumor_stroma,Tumor_stroma,FN1,SDC4,0.14245955450291,0.09,FN1_SDC4,FN1 - SDC4,FN1,ECM-Receptor,KEGG: hsa04512,SN84_A120838_Rep2,A120838,Rep2,408,232,FALSE
