sample_id,FAP_CAF,FAP_CAF_group
TCGA-G4-6628-01,-0.119852716755879,Low
TCGA-D5-6531-01,0.244679155953094,High
TCGA-DM-A28M-01,-1.18637257015689,Low
TCGA-CK-6751-01,0.573733916130027,High
TCGA-F4-6854-01,0.313287271612272,High
TCGA-A6-6142-01,1.31523501128371,High
TCGA-NH-A8F8-01,0.364504578793884,High
TCGA-AM-5821-01,0.357573066591666,High
TCGA-D5-5537-01,0.237954463674725,High
TCGA-CM-6677-01,0.351485561915125,High
TCGA-AD-6888-01,-1.66542945084524,Low
TCGA-AZ-4615-01,0.417716246250035,High
TCGA-AA-3662-01,0.123486788700716,High
TCGA-DM-A28C-01,-0.822189648408195,Low
TCGA-NH-A8F7-06,-1.83034204553945,Low
TCGA-DM-A1DA-01,-0.822827030303922,Low
TCGA-F4-6569-01,1.61063986648985,High
TCGA-CM-6674-01,0.516376816417667,High
TCGA-CK-4950-01,0.116176022194184,Low
TCGA-DM-A1D9-01,-0.521935204979036,Low
TCGA-CA-6719-01,0.738851499871642,High
TCGA-CM-6675-01,-0.268230282903046,Low
TCGA-D5-6533-01,-0.0538748169784063,Low
TCGA-A6-6782-01,0.712290242659683,High
TCGA-D5-5539-01,0.631711957961187,High
TCGA-CK-5912-01,-0.298786571098749,Low
TCGA-CM-4751-01,0.215909804905515,High
TCGA-AZ-4614-01,-1.20301498876138,Low
TCGA-A6-6140-01,-0.705480226878759,Low
TCGA-NH-A6GC-01,0.698371776177596,High
TCGA-AA-3495-01,-0.238788418558582,Low
TCGA-CM-4744-01,-1.16925517945032,Low
TCGA-AD-6895-01,0.375679402383198,High
TCGA-AD-6889-01,-0.1843045748411,Low
TCGA-AD-5900-01,0.38832950188538,High
TCGA-D5-6540-01,0.419447345122087,High
TCGA-AZ-5407-01,-1.16226805991492,Low
TCGA-G4-6311-01,0.909412066199187,High
TCGA-D5-6923-01,1.18477980962681,High
TCGA-DM-A1D7-01,-0.522782803569182,Low
TCGA-AY-A71X-01,-1.86953311669551,Low
TCGA-CA-5254-01,0.179158107691223,High
TCGA-CM-5349-01,0.795732640965336,High
TCGA-AZ-4682-01,-0.459375918837433,Low
TCGA-CM-5344-01,0.896335739352958,High
TCGA-NH-A50T-01,-0.556155093227042,Low
TCGA-AY-6386-01,-0.413710837497785,Low
TCGA-CA-5255-01,-0.972577884188415,Low
TCGA-DM-A1DB-01,-1.39554279739562,Low
TCGA-DM-A28F-01,-0.482525742689487,Low
TCGA-AA-A02Y-01,-2.27498752806004,Low
TCGA-D5-6932-01,0.555270067351091,High
TCGA-AD-6899-01,0.893622947066877,High
TCGA-AY-6197-01,-0.472881986361589,Low
TCGA-AA-3660-01,-0.119962537557547,Low
TCGA-A6-5660-01,0.452407541937525,High
TCGA-D5-6541-01,0.864279867723585,High
TCGA-CM-4747-01,0.0476118518403848,Low
TCGA-AA-3511-01,0.611727328250162,High
TCGA-DM-A28H-01,-0.900137762730138,Low
TCGA-G4-6303-01,0.310578357459147,High
TCGA-CM-5861-01,-0.438395114104787,Low
TCGA-CM-6161-01,0.104569053646997,Low
TCGA-NH-A50U-01,-0.106521045252625,Low
TCGA-AZ-6607-01,1.75727199874588,High
TCGA-G4-6298-01,0.363039709050559,High
TCGA-D5-6538-01,-0.882830611959168,Low
TCGA-CM-6679-01,1.05078153868397,High
TCGA-AZ-4323-01,0.699795616630877,High
TCGA-G4-6322-01,-0.0857077373126216,Low
TCGA-CM-5864-01,-0.639142522639167,Low
TCGA-CK-6747-01,-0.127243627520815,Low
TCGA-CM-6163-01,0.142607577604885,High
TCGA-AA-3713-01,-0.0963566291742395,Low
TCGA-A6-A56B-01,0.542477155602811,High
TCGA-CM-5348-01,1.05804564747025,High
TCGA-AY-5543-01,-0.895592116438966,Low
TCGA-CM-6169-01,0.88767961844784,High
TCGA-AZ-6606-01,-0.9926644635153,Low
TCGA-RU-A8FL-01,-2.230080785751,Low
TCGA-CM-6678-01,-0.00825780683836833,Low
TCGA-A6-6649-01,0.19198854328932,High
TCGA-AA-3675-01,0.081363504129422,Low
TCGA-A6-5665-01,-0.88341968598122,Low
TCGA-DM-A0XF-01,0.0285799828684501,Low
TCGA-F4-6855-01,1.25912331245585,High
TCGA-QG-A5Z2-01,-1.07448952480366,Low
TCGA-AA-3489-01,1.3081307305845,High
TCGA-A6-5662-01,0.0517833880390073,Low
TCGA-DM-A1D6-01,-0.981378454566029,Low
TCGA-AY-A69D-01,-0.0234599396483768,Low
TCGA-D5-6898-01,0.404619207770976,High
TCGA-D5-6530-01,-0.137074745904438,Low
TCGA-DM-A28A-01,0.470205820373026,High
TCGA-D5-6532-01,-0.54775487464236,Low
TCGA-F4-6703-01,1.92125931085404,High
TCGA-DM-A1D0-01,-1.40703239656904,Low
TCGA-D5-6929-01,0.823633766123174,High
TCGA-F4-6704-01,1.33670106974771,High
TCGA-D5-7000-01,0.437678208603633,High
TCGA-AZ-6601-01,0.362002597444424,High
TCGA-AZ-4684-01,0.534255010105454,High
TCGA-G4-6317-02,-0.427154359857059,Low
TCGA-CM-6165-01,0.417432770335608,High
TCGA-AZ-5403-01,0.742839441494916,High
TCGA-AY-A8YK-01,-0.532740511491331,Low
TCGA-A6-6653-01,0.339579253723522,High
TCGA-G4-6586-01,-1.1898026929091,Low
TCGA-AA-A01P-01,0.782196556072525,High
TCGA-AA-3502-01,-1.54171348552013,Low
TCGA-AA-3697-01,-0.349208017606659,Low
TCGA-AD-6890-01,0.258111074583132,High
TCGA-AZ-4315-01,0.0154545592342825,Low
TCGA-A6-5667-01,0.095045211962898,Low
TCGA-G4-6293-01,-0.226752874582244,Low
TCGA-AA-3712-01,0.701133637621814,High
TCGA-AZ-4616-01,0.123489110232061,High
TCGA-AA-A02K-01,-0.749236052591552,Low
TCGA-G4-6323-01,-1.28495345954329,Low
TCGA-F4-6857-01,0.851258150473957,High
TCGA-DM-A282-01,-0.0477082556455615,Low
TCGA-DM-A1D8-01,-0.715047591892644,Low
TCGA-NH-A5IV-01,-0.201377138435619,Low
TCGA-AD-6901-01,0.899309120572781,High
TCGA-CK-6748-01,1.23398260324507,High
TCGA-A6-6141-01,-0.075362419165729,Low
TCGA-3L-AA1B-01,0.133548900297576,High
TCGA-AA-3496-01,0.638905343028872,High
TCGA-CM-6170-01,0.363205326247133,High
TCGA-AU-3779-01,0.501085152754629,High
TCGA-G4-6315-01,-1.14970174860705,Low
TCGA-G4-6310-01,0.137497253484623,High
TCGA-5M-AATA-01,0.0433514696426524,Low
TCGA-A6-5659-01,0.0623648461197653,Low
TCGA-D5-6537-01,-0.448411021393754,Low
TCGA-AA-3663-01,-0.420408392051117,Low
TCGA-D5-6529-01,0.983303833973498,High
TCGA-D5-6927-01,0.653766674612117,High
TCGA-A6-A565-01,0.539679055652275,High
TCGA-A6-2675-01,0.841431283812146,High
TCGA-G4-6306-01,-1.75521104946617,Low
TCGA-G4-6320-01,-0.740662098802285,Low
TCGA-DM-A28K-01,-0.441187596733919,Low
TCGA-AZ-6600-01,0.83217689523228,High
TCGA-D5-6926-01,1.15582521934102,High
TCGA-AD-6964-01,0.946758789071668,High
TCGA-A6-2686-01,0.35775154135821,High
TCGA-AZ-6608-01,-1.76118509533963,Low
TCGA-5M-AATE-01,-0.417155552905813,Low
TCGA-CK-5915-01,-0.750505617473084,Low
TCGA-D5-6922-01,0.619679062841937,High
TCGA-G4-6321-01,-1.58756646004129,Low
TCGA-A6-A5ZU-01,0.61155670230467,High
TCGA-F4-6463-01,0.676021024443713,High
TCGA-AA-3526-01,0.286718267889854,High
TCGA-F4-6570-01,0.931915868313817,High
TCGA-G4-6317-01,-1.30363272772025,Low
TCGA-SS-A7HO-01,-0.84605915322163,Low
TCGA-4T-AA8H-01,-1.59253217712033,Low
TCGA-CM-6162-01,1.53520870016977,High
TCGA-DM-A1D4-01,-1.36180228094067,Low
TCGA-QG-A5YV-01,-0.620396864282259,Low
TCGA-CA-5796-01,-1.14782368642747,Low
TCGA-G4-6626-01,-0.610878575141265,Low
TCGA-DC-6156-01,1.12604761022303,High
TCGA-DC-6160-01,-0.439928933508944,Low
TCGA-EI-6512-01,-0.196622208817278,Low
TCGA-DC-5869-01,0.258238171885444,High
TCGA-EI-6507-01,1.02248089956295,High
TCGA-AF-3911-01,0.330470252244256,High
TCGA-EI-7004-01,1.76558067467617,High
TCGA-G5-6572-01,0.352097915908516,High
TCGA-EF-5830-01,-0.718269804492982,Low
TCGA-F5-6812-01,0.753199008232214,High
TCGA-CI-6624-01,0.535212718605386,High
TCGA-AG-3902-01,-0.566044169728304,Low
TCGA-EF-5831-01,0.31902101713148,High
TCGA-AG-3731-01,1.07568241821636,High
TCGA-AF-A56L-01,0.269700086836578,High
TCGA-DT-5265-01,0.878432955776829,High
TCGA-F5-6465-01,1.12635387426731,High
TCGA-AH-6547-01,0.588577622203835,High
TCGA-F5-6811-01,1.181874903217,High
TCGA-F5-6571-01,0.647245846467152,High
TCGA-AH-6903-01,-0.86943915116651,Low
TCGA-DC-6682-01,-0.520111352233054,Low
TCGA-AF-6672-01,-0.464970042086426,Low
TCGA-EI-7002-01,0.416592545995257,High
TCGA-BM-6198-01,0.561061708787961,High
TCGA-F5-6864-01,0.868636936160656,High
TCGA-EI-6881-01,-0.603913031870522,Low
TCGA-DC-5337-01,-0.193247700024222,Low
TCGA-G5-6235-01,-1.50534699258174,Low
TCGA-G5-6572-02,0.167465056742338,High
TCGA-DC-6681-01,0.354906467217281,High
TCGA-EI-6511-01,0.61616726067308,High
TCGA-F5-6464-01,1.38145560515323,High
TCGA-EI-6509-01,0.39181128477969,High
TCGA-AH-6897-01,-0.640467194161934,Low
TCGA-EI-6508-01,-0.233148818036253,Low
TCGA-AH-6544-01,-1.13173771886009,Low
TCGA-DY-A1H8-01,-1.60695181152991,Low
TCGA-AF-2693-01,0.0302325403637748,Low
TCGA-CI-6622-01,-0.422135733992378,Low
TCGA-EI-6882-01,-0.337252148892134,Low
TCGA-DY-A1DC-01,0.304762273950641,High
TCGA-EI-6884-01,0.384413462634085,High
TCGA-AF-5654-01,-0.496585435120315,Low
TCGA-AG-4021-01,0.694125694293448,High
TCGA-CL-5917-01,0.137124656769784,High
TCGA-AF-6136-01,-0.554709460954882,Low
TCGA-AG-3742-01,0.197384243644576,High
TCGA-DC-6155-01,-0.043801689254218,Low
TCGA-F5-6814-01,-0.0787752438975554,Low
TCGA-F5-6702-01,1.83653697795146,High
TCGA-CI-6623-01,0.0574646934345497,Low
TCGA-AF-A56N-01,0.641026651559186,High
TCGA-G5-6641-01,-1.83025846826058,Low
TCGA-AF-2690-01,1.22618551571948,High
TCGA-F5-6861-01,-0.0892798962456529,Low
TCGA-AH-6549-01,0.514824618272844,High
TCGA-EI-6510-01,-1.49205839263521,Low
TCGA-AF-6655-01,1.02997727331634,High
TCGA-AH-6644-01,0.812389743140452,High
TCGA-DY-A1DG-01,-1.34598497955983,Low
TCGA-DC-6158-01,1.06005857182118,High
TCGA-CL-4957-01,0.0476766281171039,Low
TCGA-CL-5918-01,-1.01453413961191,Low
TCGA-CI-6621-01,0.547785054382511,High
TCGA-DC-4749-01,-0.184313875414756,Low
TCGA-DC-6683-01,0.0584178226923588,Low
TCGA-DC-4745-01,-0.0936972921097368,Low
TCGA-CI-6619-01,0.00392938512074475,Low
TCGA-DY-A1DE-01,0.0346299264732225,Low
TCGA-EI-6885-01,0.915317548193258,High
TCGA-G5-6233-01,-0.0368045789022184,Low
TCGA-DC-6157-01,-0.149204500583944,Low
TCGA-DY-A1DF-01,-0.504372704160354,Low
TCGA-F5-6813-01,0.312701594557477,High
TCGA-AF-4110-01,0.621052785501992,High
TCGA-EI-6514-01,0.175981191645638,High
TCGA-EI-6513-01,0.140644311305606,High
TCGA-AF-2687-01,1.33849917579026,High
TCGA-DY-A1DD-01,-0.50263167530537,Low
TCGA-F5-6863-01,-0.122838074564739,Low
TCGA-F5-6810-01,0.892951619180422,High
TCGA-AG-3591-01,-0.53181642186582,Low
TCGA-EI-6917-01,0.769186837452646,High
TCGA-EI-6883-01,-0.17892741766293,Low
TCGA-AG-4022-01,0.603179164934771,High
TCGA-AG-3732-01,-0.7532511550222,Low
TCGA-CI-6620-01,0.123235249716876,High
TCGA-AG-3725-01,-1.08117206825787,Low
TCGA-AH-6643-01,-0.104945526803716,Low
TCGA-DY-A0XA-01,-0.135094823264395,Low
TCGA-EI-6506-01,-0.0773672395284043,Low
TCGA-AF-A56K-01,0.734654803673393,High
TCGA-DC-6154-01,-0.0985260293695594,Low
TCGA-AG-3592-01,0.0238819171545549,Low
