patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi,log_cpm,positive_fraction
p020,Normal,Epithelial,VWF,0,0,658,3333029.0,0.0,0.0
p020,Normal,Epithelial,WNT2,0,0,658,3333029.0,0.0,0.0
p020,Normal,Epithelial,WNT5A,4,3,658,3333029.0,0.78850716367122,0.004559270516717325
p020,Normal,Immune,ACTA2,12,6,224,2830120.0,1.6563411342400776,0.026785714285714284
p020,Normal,Immune,CLDN1,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,CLDN2,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,CLDN4,116,31,224,2830120.0,3.737375796564397,0.13839285714285715
p020,Normal,Immune,CLDN7,5,5,224,2830120.0,1.017658721972746,0.022321428571428572
p020,Normal,Immune,COL1A1,71,18,224,2830120.0,3.2614476648422728,0.08035714285714286
p020,Normal,Immune,COL1A2,143,23,224,2830120.0,3.94212326901806,0.10267857142857142
p020,Normal,Immune,COL3A1,204,21,224,2830120.0,4.291578666414663,0.09375
p020,Normal,Immune,CXCL12,5,3,224,2830120.0,1.017658721972746,0.013392857142857142
p020,Normal,Immune,EPCAM,73,23,224,2830120.0,3.2881764616157074,0.10267857142857142
p020,Normal,Immune,FAP,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,FN1,89,18,224,2830120.0,3.479621234804046,0.08035714285714286
p020,Normal,Immune,INHBA,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,KRT19,326,45,224,2830120.0,4.755222151242855,0.20089285714285715
p020,Normal,Immune,MMP2,15,9,224,2830120.0,1.8405700484993237,0.04017857142857143
p020,Normal,Immune,MMP9,1,1,224,2830120.0,0.30257702071139286,0.004464285714285714
p020,Normal,Immune,PDPN,2,2,224,2830120.0,0.5345521984933264,0.008928571428571428
p020,Normal,Immune,PECAM1,63,53,224,2830120.0,3.1467583707722047,0.23660714285714285
p020,Normal,Immune,POSTN,12,3,224,2830120.0,1.6563411342400776,0.013392857142857142
p020,Normal,Immune,PTPRC,305,108,224,2830120.0,4.689228958784677,0.48214285714285715
p020,Normal,Immune,TAGLN,22,8,224,2830120.0,2.1717383187888415,0.03571428571428571
p020,Normal,Immune,TGFB1,112,69,224,2830120.0,3.7031347052276025,0.3080357142857143
p020,Normal,Immune,THY1,29,4,224,2830120.0,2.4200938977321433,0.017857142857142856
p020,Normal,Immune,VWF,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,WNT2,0,0,224,2830120.0,0.0,0.0
p020,Normal,Immune,WNT5A,4,4,224,2830120.0,0.8810231293914491,0.017857142857142856
p020,Tumor,Epithelial,ACTA2,3,3,320,2125814.0,0.8801345538291229,0.009375
p020,Tumor,Epithelial,CLDN1,124,72,320,2125814.0,4.083125144716105,0.225
p020,Tumor,Epithelial,CLDN2,108,73,320,2125814.0,3.947468687977871,0.228125
p020,Tumor,Epithelial,CLDN4,2264,289,320,2125814.0,6.971672174701645,0.903125
p020,Tumor,Epithelial,CLDN7,63,52,320,2125814.0,3.4221662111841167,0.1625
p020,Tumor,Epithelial,COL1A1,12,9,320,2125814.0,1.893849115839032,0.028125
p020,Tumor,Epithelial,COL1A2,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,COL3A1,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,CXCL12,2,1,320,2125814.0,0.6631085458007075,0.003125
p020,Tumor,Epithelial,EPCAM,1629,253,320,2125814.0,6.64287095097275,0.790625
p020,Tumor,Epithelial,FAP,3,3,320,2125814.0,0.8801345538291229,0.009375
p020,Tumor,Epithelial,FN1,13,9,320,2125814.0,1.962248032798968,0.028125
p020,Tumor,Epithelial,INHBA,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,KRT19,3161,281,320,2125814.0,7.305161211457147,0.878125
p020,Tumor,Epithelial,MMP2,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,MMP9,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,PDPN,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,PECAM1,2,2,320,2125814.0,0.6631085458007075,0.00625
p020,Tumor,Epithelial,POSTN,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,PTPRC,44,19,320,2125814.0,3.0772179620498403,0.059375
p020,Tumor,Epithelial,TAGLN,15,13,320,2125814.0,2.0864321280137452,0.040625
p020,Tumor,Epithelial,TGFB1,4,4,320,2125814.0,1.0583568577082139,0.0125
p020,Tumor,Epithelial,THY1,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,VWF,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,WNT2,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Epithelial,WNT5A,0,0,320,2125814.0,0.0,0.0
p020,Tumor,Immune,ACTA2,2,2,97,461054.0,1.6748298196540834,0.020618556701030927
p020,Tumor,Immune,CLDN1,1,1,97,461054.0,1.1533981992571636,0.010309278350515464
p020,Tumor,Immune,CLDN2,1,1,97,461054.0,1.1533981992571636,0.010309278350515464
p020,Tumor,Immune,CLDN4,24,6,97,461054.0,3.9713223262770865,0.061855670103092786
p020,Tumor,Immune,CLDN7,0,0,97,461054.0,0.0,0.0
p020,Tumor,Immune,COL1A1,374,1,97,461054.0,6.699727909075924,0.010309278350515464
p020,Tumor,Immune,COL1A2,278,2,97,461054.0,6.403518313763777,0.020618556701030927
p020,Tumor,Immune,COL3A1,304,1,97,461054.0,6.492783283678043,0.010309278350515464
p020,Tumor,Immune,CXCL12,8,2,97,461054.0,2.9097138583323363,0.020618556701030927
p020,Tumor,Immune,EPCAM,12,10,97,461054.0,3.2968482066579403,0.10309278350515463
p020,Tumor,Immune,FAP,10,1,97,461054.0,3.1218993245647146,0.010309278350515464
p020,Tumor,Immune,FN1,86,4,97,461054.0,5.23393417595957,0.041237113402061855
p020,Tumor,Immune,INHBA,1,1,97,461054.0,1.1533981992571636,0.010309278350515464
p020,Tumor,Immune,KRT19,28,9,97,461054.0,4.122776732596257,0.09278350515463918
p020,Tumor,Immune,MMP2,16,3,97,461054.0,3.57523733340672,0.030927835051546393
p020,Tumor,Immune,MMP9,19,4,97,461054.0,3.7426553438615238,0.041237113402061855
p020,Tumor,Immune,PDPN,15,1,97,461054.0,3.5125643229593217,0.010309278350515464
p020,Tumor,Immune,PECAM1,48,23,97,461054.0,4.655000571234692,0.23711340206185566
p020,Tumor,Immune,POSTN,68,1,97,461054.0,5.000505135021132,0.010309278350515464
p020,Tumor,Immune,PTPRC,383,81,97,461054.0,6.723478167729449,0.8350515463917526
p020,Tumor,Immune,TAGLN,10,1,97,461054.0,3.1218993245647146,0.010309278350515464
p020,Tumor,Immune,TGFB1,37,29,97,461054.0,4.3975419394852535,0.29896907216494845
p020,Tumor,Immune,THY1,32,1,97,461054.0,4.2542811384785075,0.010309278350515464
p020,Tumor,Immune,VWF,32,2,97,461054.0,4.2542811384785075,0.020618556701030927
p020,Tumor,Immune,WNT2,13,1,97,461054.0,3.3740407334289597,0.010309278350515464
p020,Tumor,Immune,WNT5A,1,1,97,461054.0,1.1533981992571636,0.010309278350515464
p021,Normal,Epithelial,ACTA2,12,11,1090,3873006.0,1.4105889808723189,0.010091743119266056
p021,Normal,Epithelial,CLDN1,7,7,1090,3873006.0,1.032252254122991,0.006422018348623854
p021,Normal,Epithelial,CLDN2,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,CLDN4,7483,1041,1090,3873006.0,7.566875550434719,0.955045871559633
p021,Normal,Epithelial,CLDN7,203,173,1090,3873006.0,3.978074157696088,0.15871559633027524
p021,Normal,Epithelial,COL1A1,2,2,1090,3873006.0,0.4163356484461512,0.001834862385321101
p021,Normal,Epithelial,COL1A2,2,2,1090,3873006.0,0.4163356484461512,0.001834862385321101
p021,Normal,Epithelial,COL3A1,1,1,1090,3873006.0,0.2296800454168879,0.0009174311926605505
p021,Normal,Epithelial,CXCL12,1,1,1090,3873006.0,0.2296800454168879,0.0009174311926605505
p021,Normal,Epithelial,EPCAM,4545,928,1090,3873006.0,7.068603840557413,0.8513761467889909
p021,Normal,Epithelial,FAP,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,FN1,14,14,1090,3873006.0,1.5292605801919898,0.012844036697247707
p021,Normal,Epithelial,INHBA,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,KRT19,14023,990,1090,3873006.0,8.194699319420993,0.908256880733945
p021,Normal,Epithelial,MMP2,1,1,1090,3873006.0,0.2296800454168879,0.0009174311926605505
p021,Normal,Epithelial,MMP9,4,4,1090,3873006.0,0.7094089965822582,0.003669724770642202
p021,Normal,Epithelial,PDPN,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,PECAM1,5,3,1090,3873006.0,0.828982684343603,0.0027522935779816515
p021,Normal,Epithelial,POSTN,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,PTPRC,34,15,1090,3873006.0,2.2802076658608597,0.013761467889908258
p021,Normal,Epithelial,TAGLN,91,81,1090,3873006.0,3.1985082686490394,0.07431192660550459
p021,Normal,Epithelial,TGFB1,34,26,1090,3873006.0,2.2802076658608597,0.023853211009174313
p021,Normal,Epithelial,THY1,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,VWF,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,WNT2,0,0,1090,3873006.0,0.0,0.0
p021,Normal,Epithelial,WNT5A,3,3,1090,3873006.0,0.5735706154022259,0.0027522935779816515
p021,Normal,Immune,ACTA2,3,3,77,815770.0,1.5427653057267876,0.03896103896103896
p021,Normal,Immune,CLDN1,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,CLDN2,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,CLDN4,79,11,77,815770.0,4.583343930473208,0.14285714285714285
p021,Normal,Immune,CLDN7,2,2,77,815770.0,1.2388585853176526,0.025974025974025976
p021,Normal,Immune,COL1A1,1,1,77,815770.0,0.8001324466695806,0.012987012987012988
p021,Normal,Immune,COL1A2,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,COL3A1,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,CXCL12,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,EPCAM,17,8,77,815770.0,3.0837068466215825,0.1038961038961039
p021,Normal,Immune,FAP,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,FN1,1,1,77,815770.0,0.8001324466695806,0.012987012987012988
p021,Normal,Immune,INHBA,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,KRT19,83,15,77,815770.0,4.632244002434659,0.19480519480519481
p021,Normal,Immune,MMP2,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,MMP9,3,1,77,815770.0,1.5427653057267876,0.012987012987012988
p021,Normal,Immune,PDPN,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,PECAM1,20,15,77,815770.0,3.239333699010076,0.19480519480519481
p021,Normal,Immune,POSTN,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,PTPRC,90,29,77,815770.0,4.712455775434893,0.37662337662337664
p021,Normal,Immune,TAGLN,3,3,77,815770.0,1.5427653057267876,0.03896103896103896
p021,Normal,Immune,TGFB1,42,27,77,815770.0,3.960529319161615,0.35064935064935066
p021,Normal,Immune,THY1,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,VWF,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,WNT2,0,0,77,815770.0,0.0,0.0
p021,Normal,Immune,WNT5A,0,0,77,815770.0,0.0,0.0
p021,Tumor,CAF_like,ACTA2,658,35,44,639246.0,6.937641880369556,0.7954545454545454
p021,Tumor,CAF_like,CLDN1,0,0,44,639246.0,0.0,0.0
p021,Tumor,CAF_like,CLDN2,0,0,44,639246.0,0.0,0.0
p021,Tumor,CAF_like,CLDN4,1,1,44,639246.0,0.9417023021815366,0.022727272727272728
p021,Tumor,CAF_like,CLDN7,1,1,44,639246.0,0.9417023021815366,0.022727272727272728
p021,Tumor,CAF_like,COL1A1,16566,44,44,639246.0,10.162612190407444,1.0
p021,Tumor,CAF_like,COL1A2,11596,44,44,639246.0,9.805936537108275,1.0
p021,Tumor,CAF_like,COL3A1,12760,44,44,639246.0,9.901586575456069,1.0
p021,Tumor,CAF_like,CXCL12,38,13,44,639246.0,4.101734417859601,0.29545454545454547
p021,Tumor,CAF_like,EPCAM,0,0,44,639246.0,0.0,0.0
p021,Tumor,CAF_like,FAP,276,39,44,639246.0,6.070180218530586,0.8863636363636364
p021,Tumor,CAF_like,FN1,1769,44,44,639246.0,7.925996911138629,1.0
p021,Tumor,CAF_like,INHBA,30,19,44,639246.0,3.869747658377739,0.4318181818181818
p021,Tumor,CAF_like,KRT19,1,1,44,639246.0,0.9417023021815366,0.022727272727272728
p021,Tumor,CAF_like,MMP2,636,40,44,639246.0,6.903669084498348,0.9090909090909091
p021,Tumor,CAF_like,MMP9,12,6,44,639246.0,2.984272657203962,0.13636363636363635
p021,Tumor,CAF_like,PDPN,309,35,44,639246.0,6.182873819410871,0.7954545454545454
p021,Tumor,CAF_like,PECAM1,11,7,44,639246.0,2.901848585736123,0.1590909090909091
p021,Tumor,CAF_like,POSTN,3065,42,44,639246.0,8.475477311919413,0.9545454545454546
p021,Tumor,CAF_like,PTPRC,6,4,44,639246.0,2.340464324986937,0.09090909090909091
p021,Tumor,CAF_like,TAGLN,2267,42,44,639246.0,8.173960511748845,0.9545454545454546
p021,Tumor,CAF_like,TGFB1,80,27,44,639246.0,4.837451376244163,0.6136363636363636
p021,Tumor,CAF_like,THY1,765,39,44,639246.0,7.088177022743621,0.8863636363636364
p021,Tumor,CAF_like,VWF,0,0,44,639246.0,0.0,0.0
p021,Tumor,CAF_like,WNT2,82,27,44,639246.0,4.861950623022051,0.6136363636363636
p021,Tumor,CAF_like,WNT5A,79,24,44,639246.0,4.824972933710189,0.5454545454545454
p021,Tumor,Epithelial,ACTA2,1,1,132,450118.0,1.1698904408014985,0.007575757575757576
p021,Tumor,Epithelial,CLDN1,4,4,132,450118.0,2.291176121050303,0.030303030303030304
p021,Tumor,Epithelial,CLDN2,11,7,132,450118.0,3.236245543993789,0.05303030303030303
p021,Tumor,Epithelial,CLDN4,774,102,132,450118.0,7.450398760729739,0.7727272727272727
p021,Tumor,Epithelial,CLDN7,9,4,132,450118.0,3.044272736569966,0.030303030303030304
p021,Tumor,Epithelial,COL1A1,17,15,132,450118.0,3.6575919191730106,0.11363636363636363
p021,Tumor,Epithelial,COL1A2,16,13,132,450118.0,3.59857815880772,0.09848484848484848
p021,Tumor,Epithelial,COL3A1,20,17,132,450118.0,3.8162341610131,0.12878787878787878
p021,Tumor,Epithelial,CXCL12,1,1,132,450118.0,1.1698904408014985,0.007575757575757576
p021,Tumor,Epithelial,EPCAM,269,53,132,450118.0,6.394628790678312,0.4015151515151515
p021,Tumor,Epithelial,FAP,0,0,132,450118.0,0.0,0.0
p021,Tumor,Epithelial,FN1,11,8,132,450118.0,3.236245543993789,0.06060606060606061
p021,Tumor,Epithelial,INHBA,0,0,132,450118.0,0.0,0.0
p021,Tumor,Epithelial,KRT19,520,86,132,450118.0,7.05293955705811,0.6515151515151515
p021,Tumor,Epithelial,MMP2,0,0,132,450118.0,0.0,0.0
p021,Tumor,Epithelial,MMP9,16,5,132,450118.0,3.59857815880772,0.03787878787878788
p021,Tumor,Epithelial,PDPN,1,1,132,450118.0,1.1698904408014985,0.007575757575757576
p021,Tumor,Epithelial,PECAM1,3,3,132,450118.0,2.0366539417267004,0.022727272727272728
p021,Tumor,Epithelial,POSTN,4,3,132,450118.0,2.291176121050303,0.022727272727272728
p021,Tumor,Epithelial,PTPRC,40,25,132,450118.0,4.498315069051739,0.1893939393939394
p021,Tumor,Epithelial,TAGLN,5,5,132,450118.0,2.4938827681866993,0.03787878787878788
p021,Tumor,Epithelial,TGFB1,11,11,132,450118.0,3.236245543993789,0.08333333333333333
p021,Tumor,Epithelial,THY1,1,1,132,450118.0,1.1698904408014985,0.007575757575757576
p021,Tumor,Epithelial,VWF,2,1,132,450118.0,1.6943816950319162,0.007575757575757576
p021,Tumor,Epithelial,WNT2,0,0,132,450118.0,0.0,0.0
p021,Tumor,Epithelial,WNT5A,0,0,132,450118.0,0.0,0.0
p021,Tumor,Immune,ACTA2,40,34,1056,7608765.0,1.8337160107028514,0.032196969696969696
p021,Tumor,Immune,CLDN1,3,3,1056,7608765.0,0.33237967398938895,0.002840909090909091
p021,Tumor,Immune,CLDN2,1,1,1056,7608765.0,0.12347999804995147,0.000946969696969697
p021,Tumor,Immune,CLDN4,77,61,1056,7608765.0,2.4087369942079313,0.05776515151515151
p021,Tumor,Immune,CLDN7,2,2,1056,7608765.0,0.2333748305185856,0.001893939393939394
p021,Tumor,Immune,COL1A1,89,81,1056,7608765.0,2.5413685998534064,0.07670454545454546
p021,Tumor,Immune,COL1A2,87,80,1056,7608765.0,2.5204492528041946,0.07575757575757576
p021,Tumor,Immune,COL3A1,98,86,1056,7608765.0,2.63044049748309,0.08143939393939394
p021,Tumor,Immune,CXCL12,2,2,1056,7608765.0,0.2333748305185856,0.001893939393939394
p021,Tumor,Immune,EPCAM,24,23,1056,7608765.0,1.4241335833111495,0.021780303030303032
p021,Tumor,Immune,FAP,5,5,1056,7608765.0,0.5050913347977013,0.004734848484848485
p021,Tumor,Immune,FN1,117,44,1056,7608765.0,2.795878076745042,0.041666666666666664
p021,Tumor,Immune,INHBA,6,3,1056,7608765.0,0.5814131982061214,0.002840909090909091
p021,Tumor,Immune,KRT19,54,48,1056,7608765.0,2.0915032771398554,0.045454545454545456
p021,Tumor,Immune,MMP2,8,7,1056,7608765.0,0.7185317432076517,0.006628787878787879
p021,Tumor,Immune,MMP9,694,48,1056,7608765.0,4.524075061614826,0.045454545454545456
p021,Tumor,Immune,PDPN,1,1,1056,7608765.0,0.12347999804995147,0.000946969696969697
p021,Tumor,Immune,PECAM1,518,273,1056,7608765.0,4.235256270972416,0.2585227272727273
p021,Tumor,Immune,POSTN,19,18,1056,7608765.0,1.2519398005503868,0.017045454545454544
p021,Tumor,Immune,PTPRC,3879,753,1056,7608765.0,6.2359914013739965,0.7130681818181818
p021,Tumor,Immune,TAGLN,57,51,1056,7608765.0,2.1390492104607133,0.048295454545454544
p021,Tumor,Immune,TGFB1,552,380,1056,7608765.0,4.297937033403672,0.35984848484848486
p021,Tumor,Immune,THY1,7,7,1056,7608765.0,0.6523208188080531,0.006628787878787879
p021,Tumor,Immune,VWF,5,5,1056,7608765.0,0.5050913347977013,0.004734848484848485
p021,Tumor,Immune,WNT2,0,0,1056,7608765.0,0.0,0.0
p021,Tumor,Immune,WNT5A,18,15,1056,7608765.0,1.213633803459853,0.014204545454545454
p021,Tumor,Other_stromal,ACTA2,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,CLDN1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,CLDN2,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,CLDN4,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,CLDN7,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,COL1A1,1,1,1,5743.0,5.165500128943403,1.0
p021,Tumor,Other_stromal,COL1A2,3,1,1,5743.0,6.260298349100481,1.0
p021,Tumor,Other_stromal,COL3A1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,CXCL12,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,EPCAM,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,FAP,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,FN1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,INHBA,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,KRT19,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,MMP2,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,MMP9,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,PDPN,3,1,1,5743.0,6.260298349100481,1.0
p021,Tumor,Other_stromal,PECAM1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,POSTN,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,PTPRC,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,TAGLN,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,TGFB1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,THY1,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,VWF,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,WNT2,0,0,1,5743.0,0.0,0.0
p021,Tumor,Other_stromal,WNT5A,0,0,1,5743.0,0.0,0.0
p021,Tumor,Vascular,ACTA2,499,9,22,259614.0,7.561685595480441,0.4090909090909091
p021,Tumor,Vascular,CLDN1,1,1,22,259614.0,1.5793646913071326,0.045454545454545456
p021,Tumor,Vascular,CLDN2,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,CLDN4,2,2,22,259614.0,2.16375336872124,0.09090909090909091
p021,Tumor,Vascular,CLDN7,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,COL1A1,672,11,22,259614.0,7.859203962758534,0.5
p021,Tumor,Vascular,COL1A2,508,10,22,259614.0,7.579551734702003,0.45454545454545453
p021,Tumor,Vascular,COL3A1,510,12,22,259614.0,7.583479009741293,0.5454545454545454
p021,Tumor,Vascular,CXCL12,36,6,22,259614.0,4.939263926415426,0.2727272727272727
p021,Tumor,Vascular,EPCAM,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,FAP,10,7,22,259614.0,3.6767745836871453,0.3181818181818182
p021,Tumor,Vascular,FN1,201,18,22,259614.0,6.653155053070825,0.8181818181818182
p021,Tumor,Vascular,INHBA,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,KRT19,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,MMP2,24,6,22,259614.0,4.537372358909372,0.2727272727272727
p021,Tumor,Vascular,MMP9,6,4,22,259614.0,3.1826778883536146,0.18181818181818182
p021,Tumor,Vascular,PDPN,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,PECAM1,258,12,22,259614.0,6.902524701284161,0.5454545454545454
p021,Tumor,Vascular,POSTN,67,12,22,259614.0,5.557119333856675,0.5454545454545454
p021,Tumor,Vascular,PTPRC,3,1,22,259614.0,2.5301681499448256,0.045454545454545456
p021,Tumor,Vascular,TAGLN,407,11,22,259614.0,7.358010220809043,0.5
p021,Tumor,Vascular,TGFB1,17,12,22,259614.0,4.196928688042761,0.5454545454545454
p021,Tumor,Vascular,THY1,273,13,22,259614.0,6.958981676819838,0.5909090909090909
p021,Tumor,Vascular,VWF,320,12,22,259614.0,7.117691327107486,0.5454545454545454
p021,Tumor,Vascular,WNT2,0,0,22,259614.0,0.0,0.0
p021,Tumor,Vascular,WNT5A,0,0,22,259614.0,0.0,0.0
p025,Normal,CAF_like,ACTA2,36,21,57,404820.0,4.499013938573427,0.3684210526315789
p025,Normal,CAF_like,CLDN1,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,CLDN2,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,CLDN4,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,CLDN7,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,COL1A1,538,56,57,404820.0,7.192923485856902,0.9824561403508771
p025,Normal,CAF_like,COL1A2,1429,56,57,404820.0,8.169326181939155,0.9824561403508771
p025,Normal,CAF_like,COL3A1,1124,57,57,404820.0,7.929321880868637,1.0
p025,Normal,CAF_like,CXCL12,28,21,57,404820.0,4.250871604191245,0.3684210526315789
p025,Normal,CAF_like,EPCAM,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,FAP,6,3,57,404820.0,2.761363587024051,0.05263157894736842
p025,Normal,CAF_like,FN1,318,35,57,404820.0,6.667636347161349,0.6140350877192983
p025,Normal,CAF_like,INHBA,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,KRT19,2,2,57,404820.0,1.7817878117966708,0.03508771929824561
p025,Normal,CAF_like,MMP2,305,50,57,404820.0,6.625950930354959,0.8771929824561403
p025,Normal,CAF_like,MMP9,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,PDPN,45,26,57,404820.0,4.719931021927572,0.45614035087719296
p025,Normal,CAF_like,PECAM1,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,POSTN,98,7,57,404820.0,5.493402541713129,0.12280701754385964
p025,Normal,CAF_like,PTPRC,27,6,57,404820.0,4.215031665446758,0.10526315789473684
p025,Normal,CAF_like,TAGLN,23,10,57,404820.0,4.057254739172821,0.17543859649122806
p025,Normal,CAF_like,TGFB1,24,14,57,404820.0,4.0990934088888595,0.24561403508771928
p025,Normal,CAF_like,THY1,134,31,57,404820.0,5.80516904565597,0.543859649122807
p025,Normal,CAF_like,VWF,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,WNT2,0,0,57,404820.0,0.0,0.0
p025,Normal,CAF_like,WNT5A,4,4,57,404820.0,2.387012151011917,0.07017543859649122
p025,Normal,Epithelial,ACTA2,3,3,232,1177665.0,1.2662188135343702,0.01293103448275862
p025,Normal,Epithelial,CLDN1,4,3,232,1177665.0,1.4808205179622436,0.01293103448275862
p025,Normal,Epithelial,CLDN2,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,CLDN4,2414,215,232,1177665.0,7.625994466188472,0.9267241379310345
p025,Normal,Epithelial,CLDN7,16,16,232,1177665.0,2.6800763289856215,0.06896551724137931
p025,Normal,Epithelial,COL1A1,11,7,232,1177665.0,2.3360698717058623,0.03017241379310345
p025,Normal,Epithelial,COL1A2,2,2,232,1177665.0,0.992612985869285,0.008620689655172414
p025,Normal,Epithelial,COL3A1,1,1,232,1177665.0,0.6147195373649947,0.004310344827586207
p025,Normal,Epithelial,CXCL12,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,EPCAM,900,180,232,1177665.0,6.640168760149088,0.7758620689655172
p025,Normal,Epithelial,FAP,1,1,232,1177665.0,0.6147195373649947,0.004310344827586207
p025,Normal,Epithelial,FN1,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,INHBA,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,KRT19,3963,188,232,1177665.0,8.121520049592103,0.8103448275862069
p025,Normal,Epithelial,MMP2,1,1,232,1177665.0,0.6147195373649947,0.004310344827586207
p025,Normal,Epithelial,MMP9,1,1,232,1177665.0,0.6147195373649947,0.004310344827586207
p025,Normal,Epithelial,PDPN,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,PECAM1,2,1,232,1177665.0,0.992612985869285,0.004310344827586207
p025,Normal,Epithelial,POSTN,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,PTPRC,44,18,232,1177665.0,3.647069163063995,0.07758620689655173
p025,Normal,Epithelial,TAGLN,28,23,232,1177665.0,3.2098698548507496,0.09913793103448276
p025,Normal,Epithelial,TGFB1,2,2,232,1177665.0,0.992612985869285,0.008620689655172414
p025,Normal,Epithelial,THY1,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,VWF,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,WNT2,0,0,232,1177665.0,0.0,0.0
p025,Normal,Epithelial,WNT5A,2,2,232,1177665.0,0.992612985869285,0.008620689655172414
p025,Normal,Immune,ACTA2,4,4,411,5738429.0,0.5288943315199138,0.009732360097323601
